doi,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,ct_negative,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,label
10.11591/ijere.v12i2.23308,Student activities in solving mathematics problems with a computational thinking using Scratch,2023,International Journal of Evaluation and Research in Education,core,1.0,3,False,13.0,13.0,14.0,,215.0,Mathematics education; Computational thinking; Calculator; Abstraction; Scratch,Student activities in solving mathematics problems with a computational thinking using Scratch
10.1177/07356331231170383,Technology-Integrated Computing Education in Early Childhood: A Systematic Literature Review,2023,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,broad,0.5416666666666667,3,False,13.0,13.0,15.0,,56.0,Computer science; Variety (cybernetics); End-user computing; Early childhood education; Educational technology,Technology-Integrated Computing Education in Early Childhood: A Systematic Literature Review
10.21061/jte.v34i2.a.3,Embracing Computational Thinking as an Impetus for Artificial Intelligence in Integrated STEM Disciplines through Engineering and Technology Education,2023,Journal of Technology Education,core,1.0,3,False,13.0,13.0,16.0,,199.0,Computational thinking; Curriculum; Scope (computer science); Engineering ethics; Computer science,Embracing Computational Thinking as an Impetus for Artificial Intelligence in Integrated STEM Disciplines through Engineering and Technology
10.29333/ejmste/13232,Teaching Newtonian physics with LEGO EV3 robots: An integrated STEM approach,2023,"Eurasia Journal of Mathematics, Science and Technology Education",core,0.8500000000000001,2,False,13.0,13.0,11.0,,97.0,Descriptive statistics; Robotics; Test (biology); Robot; Mathematics education,Teaching Newtonian physics with LEGO EV3 robots: An integrated STEM approach
10.3389/fpsyg.2023.1252718,Teaching programming and computational thinking in early childhood education: a case study of content knowledge and pedagogical knowledge,2023,Frontiers in Psychology,broad,0.6666666666666667,2,False,13.0,13.0,13.0,0.75,86.0,Psychology; Early childhood education; Early childhood; Curriculum; Debugging,Teaching programming and computational thinking in early childhood education: a case study of content knowledge and pedagogical knowledge
10.3390/educsci13040422,Developing Computational Thinking through Mathematics: An Evaluative Scientific Mapping,2023,Education Sciences,broad,0.6333333333333333,3,False,13.0,13.0,16.0,1.5,176.0,Computational thinking; Mathematics education; Computer science; Process (computing); Relation (database),Developing Computational Thinking through Mathematics: An Evaluative Scientific Mapping
10.3390/su15075855,Effects of the Fundamental Concepts of Computational Thinking on Students’ Anxiety and Motivation toward K-12 English Writing,2023,Sustainability (Switzerland),broad,0.7000000000000001,1,False,13.0,13.0,13.0,,121.0,Anxiety; Psychology; Curriculum; Mathematics education; Stress (linguistics),Effects of the Fundamental Concepts of Computational Thinking on Students’ Anxiety and Motivation toward K-12 English Writing
10.1007/s11423-022-10097-w,Developing effective and accessible activities to improve and assess computational thinking and engineering learning,2022,Educational Technology Research and Development,core,0.8166666666666667,3,False,13.0,13.0,12.0,2.0,146.0,Arduino; Rubric; Curriculum; Test (biology); Computational thinking,Developing effective and accessible activities to improve and assess computational thinking and engineering learning
10.1016/j.ijcci.2022.100543,A screen-based or physical computing unit? Examining secondary students’ attitudes toward coding,2022,International Journal of Child-Computer Interaction,core,1.0,3,False,13.0,13.0,13.0,,131.0,Computational thinking; Physical computing; Physical science; Popularity; Mathematics education,A screen-based or physical computing unit? Examining secondary students’ attitudes toward coding
10.1080/15391523.2020.1816864,Teaching with robotics: creating and implementing integrated units in middle school subjects,2022,Journal of Research on Technology in Education,core,0.8166666666666667,3,False,13.0,13.0,8.0,,50.0,Robotics; Discipline; Artificial intelligence; Educational robotics; Computational thinking,Teaching with robotics: creating and implementing integrated units in middle school subjects
10.1177/07356331211039961,"Combining Webduino Programming With Situated Learning to Promote Computational Thinking, Motivation, and Satisfaction Among High School Students",2022,Journal of Educational Computing Research,core,1.0,3,False,13.0,13.0,11.0,,75.0,Situated; Situated learning; Computational thinking; Mathematics education; Computer science,"Combining Webduino Programming With Situated Learning to Promote Computational Thinking, Motivation, and Satisfaction Among High School Stud"
10.14569/ijacsa.2022.0130224,Incorporation of Computational Thinking Practices to Enhance Learning in a Programming Course,2022,International Journal of Advanced Computer Science and Applications,core,1.0,3,False,13.0,13.0,15.0,,70.0,Computational thinking; Computer science; Python (programming language); Mathematics education; Abstraction,Incorporation of Computational Thinking Practices to Enhance Learning in a Programming Course
10.15294/jpii.v11i1.33125,PROSPECTIVE SCIENCE TEACHERS’ SELF-CONFIDENCE IN COMPUTATIONAL THINKING SKILLS,2022,Jurnal Pendidikan IPA Indonesia,core,0.8500000000000001,2,False,13.0,13.0,9.0,,146.0,Self-confidence; Mathematics education; Psychology; Test (biology); Confidence interval,PROSPECTIVE SCIENCE TEACHERS’ SELF-CONFIDENCE IN COMPUTATIONAL THINKING SKILLS
10.3389/feduc.2022.955572,A scoping review on the relationship between robotics in educational contexts and e-health,2022,Frontiers in Education,broad,0.6333333333333333,3,False,13.0,13.0,11.0,0.25,71.0,Robotics; Educational robotics; Artificial intelligence; Field (mathematics); Robot,A scoping review on the relationship between robotics in educational contexts and e-health
10.3991/ijim.v16i02.27295,The Elements of Computational Thinking in Learning Geometry by Using Augmented Reality Application,2022,International Journal of Interactive Mobile Technologies,core,1.0,3,False,13.0,13.0,14.0,,184.0,Computational thinking; Mathematics education; Abstraction; Computer science; Meaning (existential),The Elements of Computational Thinking in Learning Geometry by Using Augmented Reality Application
10.3991/ijim.v16i06.26281,"Design, Development, and Evaluation of the Robobug Board Game: An Unplugged Approach to Computational Thinking",2022,International Journal of Interactive Mobile Technologies,broad,0.575,2,False,13.0,13.0,11.0,,85.0,Rubric; Computational thinking; Computer science; GRASP; Game design,"Design, Development, and Evaluation of the Robobug Board Game: An Unplugged Approach to Computational Thinking"
10.1007/978-3-030-66906-5_19,Preparing Primary School Teachers for Teaching Computational Thinking: A Systematic Review,2021,Lecture Notes in Computer Science,broad,0.6333333333333333,3,False,13.0,13.0,14.0,,89.0,Computational thinking; Context (archaeology); Curriculum; Mathematics education; Computer science,Preparing Primary School Teachers for Teaching Computational Thinking: A Systematic Review
10.1016/j.compedu.2021.104173,“It's a chance to make mistakes”: Processes and outcomes of coding in 2nd grade classrooms,2021,Computers and Education,broad,0.6333333333333333,3,False,13.0,13.0,16.0,1.5,124.0,Coding (social sciences); Computer science; Psychology; Mathematics education; Axial coding,“It's a chance to make mistakes”: Processes and outcomes of coding in 2nd grade classrooms
10.1021/acs.jchemed.1c00252,"Using Computational Chemistry to Improve Students' Multidimensional Understanding of Complex Electrophilic Aromatic Substitution Reactions: Further Analysis of the Solvent Effect, Temperature Influence, and Kinetic Behaviors",2021,Journal of Chemical Education,broad,0.6666666666666667,2,False,13.0,13.0,14.0,0.5,85.0,Chemistry; Electrophile; Computational chemistry; Computer science; Mathematics education,Using Computational Chemistry to Improve Students' Multidimensional Understanding of Complex Electrophilic Aromatic Substitution Reactions: 
10.1080/07380569.2021.1882206,Examination of Turkish Middle School STEM Teachers' Knowledge about Computational Thinking and Views Regarding Information and Communications Technology,2021,Computers in the Schools,core,1.0,3,False,13.0,13.0,16.0,1.0,139.0,Turkish; Graduation (instrument); Computational thinking; Mathematics education; Test (biology),Examination of Turkish Middle School STEM Teachers' Knowledge about Computational Thinking and Views Regarding Information and Communication
10.1080/08993408.2020.1783149,Omnipresent yet elusive: Teachers' views on contexts for teaching algorithms in secondary education,2021,COMPUTER SCIENCE EDUCATION,broad,0.6333333333333333,3,False,13.0,13.0,11.0,5.85,48.0,Context (archaeology); Mathematics education; Professionalization; Computer science; Variation (astronomy),Omnipresent yet elusive: Teachers' views on contexts for teaching algorithms in secondary education
10.1080/10494820.2019.1573199,Large-scale path modeling of remixing to computational thinking,2021,Interactive Learning Environments,core,0.9083333333333334,3,False,13.0,13.0,16.0,,79.0,Computer science; Appropriation; Repurposing; Computational thinking; Scale (ratio),Large-scale path modeling of remixing to computational thinking
10.14569/ijacsa.2021.0120242,Towards the Development of Computational Thinking and Mathematical Logic through Scratch,2021,International Journal of Advanced Computer Science and Applications,core,1.0,3,False,13.0,13.0,10.0,,94.0,Scratch; Computational thinking; Computer science; Context (archaeology); Test (biology),Towards the Development of Computational Thinking and Mathematical Logic through Scratch
10.1007/978-3-030-39250-5_10,Developing Algorithmic Thinking Through Computational Making,2020,Studies in Computational Intelligence,core,0.9083333333333334,3,False,13.0,13.0,12.0,,41.0,Computational thinking; Computer science; Component (thermodynamics); Mathematics education; Multimedia,Developing Algorithmic Thinking Through Computational Making
10.1007/978-3-030-41258-6_14,The Creation of Animated Graphs to Develop Computational Thinking and Support STEM Education,2020,Communications in Computer and Information Science,broad,0.5416666666666667,3,False,13.0,13.0,13.0,,79.0,Animation; Computational thinking; Computer science; Graph; Generalization,The Creation of Animated Graphs to Develop Computational Thinking and Support STEM Education
10.1007/s10799-019-00299-9,Knowledge representation for computational thinking using knowledge discovery computing,2020,Information Technology and Management,broad,0.6333333333333333,3,False,13.0,13.0,12.0,,65.0,Computational thinking; Computer science; Python (programming language); Knowledge representation and reasoning; Field (mathematics),Knowledge representation for computational thinking using knowledge discovery computing
10.1007/s10956-019-09805-8,Missing in Measurement: Why Identifying Learning in Integrated Domains Is So Hard,2020,Journal of Science Education and Technology,broad,0.5416666666666667,3,False,13.0,13.0,13.0,0.5,114.0,Hickey; Context (archaeology); Computer science; Science education; Educational technology,Missing in Measurement: Why Identifying Learning in Integrated Domains Is So Hard
10.1093/oso/9780197529003.001.0001,Cognitive Skills You Need for the 21st Century,2020,,broad,0.575,2,False,13.0,13.0,8.0,15.0,36.0,Cognitive science; Cognition; Categorization; Computer science; Cognitive skill,Cognitive Skills You Need for the 21st Century
10.1109/icalt49669.2020.00061,Engaging estonian primary school children in computational thinking through adaptive educational games: A qualitative study,2020,2020 IEEE 20TH INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES (ICALT 2020),broad,0.6666666666666667,2,False,13.0,13.0,16.0,,71.0,Estonian; Mathematics education; Computational thinking; Process (computing); Qualitative research,Engaging estonian primary school children in computational thinking through adaptive educational games: A qualitative study
10.1109/istem-ed50324.2020.9332734,STEM education activities development to promote computational thinking's students,2020,2020 5TH INTERNATIONAL STEM EDUCATION CONFERENCE (ISTEM-ED),core,1.0,3,False,13.0,13.0,10.0,,85.0,Computational thinking; Mathematics education; Nonprobability sampling; Computer science; Critical thinking,STEM education activities development to promote computational thinking's students
10.1145/3372782.3406257,Exploring Student Behavior Using the TIPP&SEE Learning Strategy,2020,"PROCEEDINGS OF THE 2020 ACM CONFERENCE ON INTERNATIONAL COMPUTING EDUCATION RESEARCH, ICER 2020",broad,0.6333333333333333,3,False,13.0,13.0,12.0,,43.0,Worksheet; Computer science; Mathematics education; Cognition; Correctness,Exploring Student Behavior Using the TIPP&SEE Learning Strategy
10.13189/ujer.2020.082102,Computational thinking among high school students,2020,Universal Journal of Educational Research,core,1.0,3,False,13.0,13.0,10.0,,223.0,Mathematics education; Psychology; Computer science; Pedagogy,Computational thinking among high school students
10.15388/infedu.2020.24,Teacher Perspectives on Introducing Programming Constructs through Coding Mobile-Based Games to Secondary School Students,2020,Informatics in Education,broad,0.6333333333333333,3,False,13.0,13.0,12.0,,82.0,Computational thinking; Mathematics education; Computer science; Coding (social sciences); Teaching method,Teacher Perspectives on Introducing Programming Constructs through Coding Mobile-Based Games to Secondary School Students
10.1063/1.5139865,Literature review of robotics learning devices to facilitate the development of computational thinking in early childhood,2019,AIP Conference Proceedings,core,1.0,3,False,13.0,13.0,12.0,,84.0,Computational thinking; Robotics; Artificial intelligence; Computer science; Educational robotics,Literature review of robotics learning devices to facilitate the development of computational thinking in early childhood
10.1109/bb48857.2019.8941222,Position: IntelliBlox: A Toolkit for Integrating Block-Based Programming into Game-Based Learning Environments,2019,,core,1.0,3,False,13.0,13.0,11.0,,47.0,Computer science; Computational thinking; Game programming; Block (permutation group theory); Game design,Position: IntelliBlox: A Toolkit for Integrating Block-Based Programming into Game-Based Learning Environments
10.1109/siie48397.2019.8970131,An Ontology based approach to teach Computational Thinking,2019,2019 INTERNATIONAL SYMPOSIUM ON COMPUTERS IN EDUCATION (SIIE),broad,0.7250000000000001,3,False,13.0,13.0,10.0,,68.0,Computational thinking; Computer science; Ontology; Task (project management); Process (computing),An Ontology based approach to teach Computational Thinking
10.1145/3290607.3312871,Using pirate plunder to develop children's abstraction skills in scratch,2019,Conference on Human Factors in Computing Systems - Proceedings,broad,0.7583333333333333,2,False,13.0,13.0,11.0,3.5500000000000003,56.0,Scratch; Code smell; Debugging; Computer science; Reuse,Using pirate plunder to develop children's abstraction skills in scratch
10.33965/celda2019_201911l013,Developing preschool children's computational thinking with educational robotics: The role of cognitive differences and scaffolding,2019,,core,1.0,3,False,13.0,13.0,13.0,,60.0,Computational thinking; Reading (process); Cognition; Cognitive development; Computer science,Developing preschool children's computational thinking with educational robotics: The role of cognitive differences and scaffolding
10.1088/1742-6596/1088/1/012116,Students' thinking process in solving mathematical problems based on the levels of mathematical ability,2018,Journal of Physics: Conference Series,broad,0.6666666666666667,2,False,13.0,13.0,17.0,,166.0,Mathematics education; Mathematical problem; Process (computing); Thinking processes; Presentation (obstetrics),Students' thinking process in solving mathematical problems based on the levels of mathematical ability
10.1145/3291533.3291537,Programming touch and full-body interaction with a remotely controlled robot in a secondary education STEM course,2018,ACM International Conference Proceeding Series,core,1.0,3,False,13.0,13.0,13.0,,75.0,Embodied cognition; Modalities; Computational thinking; Gesture; Human–computer interaction,Programming touch and full-body interaction with a remotely controlled robot in a secondary education STEM course
10.1007/978-3-319-71483-7_1,The computer science way of thinking in human history and consequences for the design of computer science curricula,2017,Lecture Notes in Computer Science,broad,0.6333333333333333,3,False,13.0,13.0,10.0,3.0,26.0,Computational thinking; Computer science; Curriculum; Context (archaeology); Engineering ethics,The computer science way of thinking in human history and consequences for the design of computer science curricula
10.1109/eitt.2017.26,A model of cultivating computational thinking based on visual programming,2017,2017 6TH INTERNATIONAL CONFERENCE OF EDUCATIONAL INNOVATION THROUGH TECHNOLOGY (EITT),broad,0.6333333333333333,3,False,13.0,13.0,11.0,,39.0,Computational thinking; Computer science; Visual programming language; Plan (archaeology); Process (computing),A model of cultivating computational thinking based on visual programming
10.1145/3144826.3145349,Computational thinking issues,2017,ACM International Conference Proceeding Series,core,1.0,3,False,13.0,13.0,10.0,,78.0,Computational thinking; Computer science; Management science; Engineering ethics; Mathematics education,Computational thinking issues
10.5220/0006313001170124,Fostering computational thinking in secondary school through music: An educational experience based on Google Blockly,2017,"PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION (CSEDU), VOL 2",broad,0.5416666666666667,3,False,13.0,13.0,11.0,,45.0,Computational thinking; Computer science; Mathematics education; Multimedia; Pedagogy,Fostering computational thinking in secondary school through music: An educational experience based on Google Blockly
10.5220/0006367001660170,The teaching-learning-lab: Digital literacy & computational thinking for everyone,2017,"PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION (CSEDU), VOL 2",broad,0.7250000000000001,3,False,13.0,13.0,13.0,,84.0,Computational thinking; Computer science; Mathematics education; Literacy; Multimedia,The teaching-learning-lab: Digital literacy & computational thinking for everyone
10.1109/educon.2016.7474667,A case study on cooperative problem solving processes in small 9th grade student groups,2016,"IEEE Global Engineering Education Conference, EDUCON",core,0.8166666666666667,3,False,13.0,13.0,13.0,,41.0,Teamwork; Coding (social sciences); Mathematics education; Computational thinking; Computer science,A case study on cooperative problem solving processes in small 9th grade student groups
10.1145/2998626.2998665,Gender and computational thinking: Review of the literature and applications,2016,ACM International Conference Proceeding Series,broad,0.6333333333333333,3,False,13.0,13.0,16.0,,63.0,Computational thinking; Perspective (graphical); Field (mathematics); Information and Communications Technology; Computer science,Gender and computational thinking: Review of the literature and applications
10.1145/2509578.2509591,Conversational programming exploring interactive program analysis,2013,,broad,0.5166666666666667,1,False,13.0,13.0,12.0,,27.0,Programmer; Computer science; Debugging; Programming language; Conversation,Conversational programming exploring interactive program analysis
10.1145/2159365.2159366,Exploring adolescent's STEM learning through scaffolded game design,2011,,broad,0.6333333333333333,3,False,13.0,13.0,8.0,,148.0,Disadvantaged; Mathematics education; Game design; Educational game; Computer science,Exploring adolescent's STEM learning through scaffolded game design
10.1080/10494820.2025.2450659,The effectiveness of ChatGPT in assisting high school students in programming learning: evidence from a quasi-experimental research,2025,INTERACTIVE LEARNING ENVIRONMENTS,broad,0.5416666666666667,3,False,12.0,12.0,24.0,13.0,133.0,Adaptability; Computer science; Mathematics education; Educational technology; Psychology,The effectiveness of ChatGPT in assisting high school students in programming learning: evidence from a quasi-experimental research
10.1007/s10639-023-12313-3,"Learning motivation, outcomes, and anxiety in programming courses—A computational thinking–centered method",2024,Education and Information Technologies,broad,0.5416666666666667,3,False,12.0,12.0,13.0,,56.0,Computer science; Memorization; Flowchart; Mathematics education; Anxiety,"Learning motivation, outcomes, and anxiety in programming courses—A computational thinking–centered method"
10.1007/s10639-024-12448-x,Engaging children in developing algorithmic thinking and debugging skills in primary schools: A mixed-methods multiple case study,2024,Education and Information Technologies,core,0.9083333333333334,3,False,12.0,12.0,16.0,,101.0,Computational thinking; Debugging; Mathematics education; Curriculum; Computer science,Engaging children in developing algorithmic thinking and debugging skills in primary schools: A mixed-methods multiple case study
10.1007/s10639-024-12492-7,"Modelling the relationships between STEM learning attitude, computational thinking, and 21st century skills in primary school",2024,Education and Information Technologies,core,0.9083333333333334,3,False,12.0,12.0,17.0,,96.0,Educational technology; Mathematics education; Computational thinking; Psychology; Pedagogy,"Modelling the relationships between STEM learning attitude, computational thinking, and 21st century skills in primary school"
10.1007/s10649-023-10275-4,Mathematical modelling as a vehicle for eliciting algorithmic thinking,2024,Educational Studies in Mathematics,core,1.0,3,False,12.0,12.0,15.0,,40.0,Computational thinking; Competence (human resources); Mathematics education; Curriculum; Computer science,Mathematical modelling as a vehicle for eliciting algorithmic thinking
10.1080/03004279.2022.2150063,"Development of computational thinking tasks based on Riau Malay culture: a study of fifth-grade public school students in Pekanbaru, Indonesia",2024,Education 3-13,core,0.8500000000000001,2,False,12.0,12.0,9.0,,111.0,Malay; Rasch model; Computational thinking; Context (archaeology); Mathematics education,"Development of computational thinking tasks based on Riau Malay culture: a study of fifth-grade public school students in Pekanbaru, Indones"
10.1080/10494820.2023.2214185,A systematic review of studies of parental involvement in computational thinking education,2024,Interactive Learning Environments,broad,0.5416666666666667,3,False,12.0,12.0,10.0,,41.0,Cognition; Psychology; Digital literacy; Conceptual framework; Literacy,A systematic review of studies of parental involvement in computational thinking education
10.1177/07356331231206071,Effects of a Programming Course Using the GAME Model on Undergraduates' Self-Efficacy and Basic Programming Concepts,2024,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,broad,0.7250000000000001,3,False,12.0,12.0,12.0,,54.0,Computer science; Mathematics education; Perception; Game based learning; Analysis of covariance,Effects of a Programming Course Using the GAME Model on Undergraduates' Self-Efficacy and Basic Programming Concepts
10.15388/infedu.2024.03,Integrating Computational Thinking and Data Science: The Case of Modding Classification Games,2024,Informatics in Education,broad,0.6333333333333333,3,False,12.0,12.0,14.0,,59.0,Computational thinking; Mod; Coding (social sciences); Computer science; Game design,Integrating Computational Thinking and Data Science: The Case of Modding Classification Games
10.1002/tea.21834,High school biology teachers’ integration of computational thinking into data practices to support student investigations,2023,Journal of Research in Science Teaching,core,1.0,3,False,12.0,12.0,14.0,7.799999999999999,93.0,Computational thinking; Curriculum; Visualization; Abstraction; Computer science,High school biology teachers’ integration of computational thinking into data practices to support student investigations
10.1007/s10758-022-09601-1,The WearableLearning Platform: A Computational Thinking Tool Supporting Game Design and Active Play,2023,"Technology, Knowledge and Learning",core,0.8166666666666667,3,False,12.0,12.0,12.0,,73.0,Computational thinking; Embodied cognition; Computer science; Debugging; Active learning (machine learning),The WearableLearning Platform: A Computational Thinking Tool Supporting Game Design and Active Play
10.1007/s10758-022-09629-3,"Design, Implementation, and Evaluation of a Professional Development Program for Teachers to Teach Computational Thinking via Robotics",2023,"Technology, Knowledge and Learning",core,0.8166666666666667,3,False,12.0,12.0,11.0,,79.0,Robotics; Artificial intelligence; Educational robotics; Computational thinking; Context (archaeology),"Design, Implementation, and Evaluation of a Professional Development Program for Teachers to Teach Computational Thinking via Robotics"
10.1007/s41979-023-00100-1,Teacher Re-novicing on the Path to Integrating Computational Thinking in High School Physics Instruction,2023,Journal for STEM Education Research,broad,0.5416666666666667,3,False,12.0,12.0,10.0,0.75,91.0,Python (programming language); Computational thinking; Mathematics education; Context (archaeology); Professional development,Teacher Re-novicing on the Path to Integrating Computational Thinking in High School Physics Instruction
10.1109/educon54358.2023.10125117,Developing Computational Thinking in STEM Education with Drones,2023,"IEEE Global Engineering Education Conference, EDUCON",broad,0.6333333333333333,3,False,12.0,12.0,16.0,,83.0,Computational thinking; Drone; Computer science; Block (permutation group theory); Context (archaeology),Developing Computational Thinking in STEM Education with Drones
10.1145/3544548.3581401,Piece it together: Insights from one year of engagement with electronics and programming for people with intellectual disabilities,2023,PROCEEDINGS OF THE 2023 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2023),broad,0.575,2,False,12.0,12.0,11.0,,26.0,Creativity; Intellectual disability; Coping (psychology); Psychology; Key (lock),Piece it together: Insights from one year of engagement with electronics and programming for people with intellectual disabilities
10.1177/07356331231160294,Application of Metacognitive Planning Scaffolding for the Cultivation of Computational Thinking,2023,Journal of Educational Computing Research,core,0.8166666666666667,3,False,12.0,12.0,11.0,,45.0,Metacognition; Scaffold; Computational thinking; Mathematics education; Computer science,Application of Metacognitive Planning Scaffolding for the Cultivation of Computational Thinking
10.22342/jme.v14i2.pp225-252,TPACK-based hybrid learning model design for computational thinking skills achievement in mathematics,2023,Journal on Mathematics Education,core,0.8500000000000001,2,False,12.0,12.0,11.0,,254.0,Mathematics education; Test (biology); Computational thinking; Psychology; Achievement test,TPACK-based hybrid learning model design for computational thinking skills achievement in mathematics
10.1007/978-3-030-97986-7_11,"Computational Thinking – Forces Shaping Curriculum and Policy in Finland, Sweden and the Baltic Countries",2022,IFIP Advances in Information and Communication Technology,core,1.0,3,False,12.0,12.0,15.0,,58.0,Computational thinking; Curriculum; Subject (documents); Mathematics education; Pedagogy,"Computational Thinking – Forces Shaping Curriculum and Policy in Finland, Sweden and the Baltic Countries"
10.1007/s40692-021-00203-x,Explorations of two approaches to learning CT in a game environment for elementary school students,2022,Journal of Computers in Education,core,0.8500000000000001,2,False,12.0,12.0,12.0,0.5,85.0,Cognitive apprenticeship; Apprenticeship; Mathematics education; Coding (social sciences); Collaborative learning,Explorations of two approaches to learning CT in a game environment for elementary school students
10.1016/j.ijcci.2022.100511,Fourth grade students’ computational thinking in pair programming with Scratch: A holistic case analysis,2022,International Journal of Child-Computer Interaction,broad,0.7250000000000001,3,False,12.0,12.0,10.0,4.05,106.0,Computational thinking; Scratch; Computer science; Debugging; Pair programming,Fourth grade students’ computational thinking in pair programming with Scratch: A holistic case analysis
10.1080/02568543.2022.2045399,Elementary Students' Performance and Perceptions of Robot Coding and Debugging: Embodied Approach in Practice,2022,JOURNAL OF RESEARCH IN CHILDHOOD EDUCATION,core,0.8500000000000001,2,False,12.0,12.0,13.0,,58.0,Embodied cognition; Debugging; Coding (social sciences); Mathematics education; Robotics,Elementary Students' Performance and Perceptions of Robot Coding and Debugging: Embodied Approach in Practice
10.1109/tetc.2020.3044588,DWES: A Dynamic Weighted Evaluation System for Scratch based on Computational Thinking,2022,IEEE Transactions on Emerging Topics in Computing,broad,0.6666666666666667,2,False,12.0,12.0,14.0,,43.0,Scratch; Computer science; Scripting language; Computational thinking; Software engineering,DWES: A Dynamic Weighted Evaluation System for Scratch based on Computational Thinking
10.1145/3501712.3529745,Design Factors Affecting the Social Use of Programmable Robots to Learn Computational Thinking in Kindergarten,2022,"PROCEEDINGS OF THE 2022 ACM INTERACTION DESIGN AND CHILDREN, IDC 2022",core,0.8500000000000001,2,False,12.0,12.0,12.0,1.0,31.0,Robot; Computer science; Human–computer interaction; Computational thinking; Educational robotics,Design Factors Affecting the Social Use of Programmable Robots to Learn Computational Thinking in Kindergarten
10.1145/3502718.3524783,Teacher Education and Computational Thinking: Measuring Pre-service Teacher Conceptions and Attitudes,2022,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",core,0.8166666666666667,3,False,12.0,12.0,18.0,5.0,40.0,Computational thinking; Abstraction; Context (archaeology); Computer science; Principal (computer security),Teacher Education and Computational Thinking: Measuring Pre-service Teacher Conceptions and Attitudes
10.3390/su142416514,Learning Performance of Different Genders’ Computational Thinking,2022,Sustainability (Switzerland),broad,0.6333333333333333,3,False,12.0,12.0,14.0,,137.0,Mandarin Chinese; Context (archaeology); Perception; Computational thinking; Psychology,Learning Performance of Different Genders’ Computational Thinking
10.1109/eitt53287.2021.00077,The impact of different types of scaffolding in project-based learning on girls' computational thinking skills and self-efficacy,2021,,core,1.0,3,False,12.0,12.0,9.0,,29.0,Computational thinking; Scaffold; Computer science; Mathematics education; Self-efficacy,The impact of different types of scaffolding in project-based learning on girls' computational thinking skills and self-efficacy
10.1142/9789811236983_0011,"Computational thinking in mathematics: To be or not to be, that is the question",2021,,broad,0.6333333333333333,3,False,12.0,12.0,11.0,,39.0,Mathematics education; Computational thinking; Computer science; Mathematics; Calculus (dental),"Computational thinking in mathematics: To be or not to be, that is the question"
10.1145/3459990.3465180,"Scientific Inquiry in Middle Schools by combining Computational Thinking, Wet Lab Experiments, and Liquid Handling Robots",2021,IDC '21: PROCEEDINGS OF INTERACTION DESIGN AND CHILDREN 2021,core,1.0,3,False,12.0,12.0,10.0,,76.0,Computational thinking; Curriculum; Robotics; Debugging; Mathematics education,"Scientific Inquiry in Middle Schools by combining Computational Thinking, Wet Lab Experiments, and Liquid Handling Robots"
10.1177/1461444820923674,From hanging out to figuring it out: Socializing online as a pathway to computational thinking,2021,New Media and Society,broad,0.6666666666666667,2,False,12.0,12.0,6.0,3.2,55.0,Debugging; Troubleshooting; Computer science; Social media; Citizen journalism,From hanging out to figuring it out: Socializing online as a pathway to computational thinking
10.12795/pixelbit.90537,"Coding, robotics and socio-emotional learning: Developing a palette of virtues; Codificación, robótica y aprendizaje socioemocional: cómo desarrollar una combinación de habilidades",2021,"Pixel-Bit, Revista de Medios y Educacion",broad,0.7250000000000001,3,False,12.0,12.0,16.0,,47.0,Computational thinking; Coding (social sciences); Curriculum; Computer science; Robotics,"Coding, robotics and socio-emotional learning: Developing a palette of virtues; Codificación, robótica y aprendizaje socioemocional: cómo de"
10.14569/ijacsa.2021.0120111,Validation of the Components and Elements of Computational Thinking for Teaching and Learning Programming using the Fuzzy Delphi Method,2021,International Journal of Advanced Computer Science and Applications,core,0.9083333333333334,3,False,12.0,12.0,8.0,,100.0,Computational thinking; Computer science; Fuzzy logic; Delphi method; Component (thermodynamics),Validation of the Components and Elements of Computational Thinking for Teaching and Learning Programming using the Fuzzy Delphi Method
10.4324/9781003102991-2,Computational Thinking Today,2021,,core,0.8166666666666667,3,False,12.0,12.0,19.0,8.5,68.0,Computer science,Computational Thinking Today
10.6018/red.498531,"The Activation Principle in Computational Thinking, Mathematics, and STEM; El Principio de Activación en el Pensamiento Computacional, las Matemáticas y el STEM",2021,Revista de Educacion a Distancia,broad,0.5416666666666667,3,False,12.0,12.0,6.0,3.7,60.0,Humanities; Philosophy,"The Activation Principle in Computational Thinking, Mathematics, and STEM; El Principio de Activación en el Pensamiento Computacional, las M"
10.1007/s11528-019-00420-3,Designing Computational Thinking and Coding Badges for Early Childhood Educators,2020,TechTrends,broad,0.6333333333333333,3,False,12.0,12.0,11.0,3.1,113.0,Coding (social sciences); Variety (cybernetics); Intervention (counseling); Computational thinking; Instructional design,Designing Computational Thinking and Coding Badges for Early Childhood Educators
