policy_id,title,year,publisher_name,publisher_type_primary,publisher_types,publisher_id,country_code,country_name,state_name,city_name,latitude,longitude,dimensions_url,publisher_linkout,source_query,document_category
policy.2006262,Applications for New Awards; Perkins Innovation and Modernization Grant Program,2019,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.2006262,http://www.ed.gov/,Computational Thinking,policy_document
policy.2006084,Applications for New Awards; Jacob K. Javits Gifted and Talented Students Education Program,2019,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.2006084,http://www.ed.gov/,Computational Thinking,policy_document
policy.2005333,Applications for New Awards; Gaining Early Awareness and Readiness for Undergraduate Programs (State Grants),2019,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.2005333,http://www.ed.gov/,Computational Thinking,policy_document
policy.2003749,Applications for New Awards; Native Hawaiian Education Program,2019,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.2003749,http://www.ed.gov/,Computational Thinking,policy_document
policy.2003612,Applications for New Awards; Developing Hispanic-Serving Institutions Program,2019,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.2003612,http://www.ed.gov/,Computational Thinking,policy_document
policy.2000118,Proposed Collection; Comment Request,2020,United States Department of Defense,Government,Government,grid.420391.d,US,United States,District of Columbia,Washington D.C.,38.871113,-77.05583,https://app.dimensions.ai/details/policy_documents/policy.2000118,http://www.defense.gov/,Computational Thinking,policy_document
policy.1966875,OECD Education Policy Perspectives,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1966875,http://www.oecd.org/,Computational Thinking,policy_document
policy.1947321,STEM Education and Training Strategy: Refresh,2022,Scottish Government,Government,Government,grid.421126.2,GB,United Kingdom,Scotland,Edinburgh,55.95356,-3.184061,https://app.dimensions.ai/details/policy_documents/policy.1947321,http://www.gov.scot/#slide/1,Computational Thinking,policy_document
policy.1924624,Proposed Collection; Comment Request,2023,United States Department of Defense,Government,Government,grid.420391.d,US,United States,District of Columbia,Washington D.C.,38.871113,-77.05583,https://app.dimensions.ai/details/policy_documents/policy.1924624,http://www.defense.gov/,Computational Thinking,policy_document
policy.1924621,Defense Advisory Committee on Military Personnel Testing; Notice of Federal Advisory Committee Meeting,2023,United States Department of Defense,Government,Government,grid.420391.d,US,United States,District of Columbia,Washington D.C.,38.871113,-77.05583,https://app.dimensions.ai/details/policy_documents/policy.1924621,http://www.defense.gov/,Computational Thinking,policy_document
policy.1914205,Digital New Zealand: The pulse of our nation,2017,"Ministry of Business, Innovation and Employment",Government,Government,grid.431594.e,NZ,New Zealand,,Wellington,-41.28124,174.77686,https://app.dimensions.ai/details/policy_documents/policy.1914205,http://www.mbie.govt.nz/,Computational Thinking,policy_document
policy.1913674,Digital technologies industry transformation plan: progress update for industry,2020,"Ministry of Business, Innovation and Employment",Government,Government,grid.431594.e,NZ,New Zealand,,Wellington,-41.28124,174.77686,https://app.dimensions.ai/details/policy_documents/policy.1913674,http://www.mbie.govt.nz/,Computational Thinking,policy_document
policy.1909959,OECD Education Working Papers,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1909959,http://www.oecd.org/,Computational Thinking,policy_document
policy.1898466,Two Years After,2022,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.1898466,http://www.worldbank.org/,Computational Thinking,policy_document
policy.1897401,Mobilizing Technology for Development,2021,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.1897401,http://www.worldbank.org/,Computational Thinking,policy_document
policy.1893845,How Wealthy is Russia?,2019,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.1893845,http://www.worldbank.org/,Computational Thinking,policy_document
policy.1859598,Submission for OMB Review; Comment Request,2022,United States Department of Defense,Government,Government,grid.420391.d,US,United States,District of Columbia,Washington D.C.,38.871113,-77.05583,https://app.dimensions.ai/details/policy_documents/policy.1859598,http://www.defense.gov/,Computational Thinking,policy_document
policy.1859597,Defense Advisory Committee on Military Personnel Testing (DACMPT); Notice of Federal Advisory Committee Meeting,2022,United States Department of Defense,Government,Government,grid.420391.d,US,United States,District of Columbia,Washington D.C.,38.871113,-77.05583,https://app.dimensions.ai/details/policy_documents/policy.1859597,http://www.defense.gov/,Computational Thinking,policy_document
policy.1857111,OECD Economics Department Working Papers,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1857111,http://www.oecd.org/,Computational Thinking,policy_document
policy.1847140,AI as the next GPT: a Political-Economy Perspective,2018,National Bureau of Economic Research,Nonprofit,Nonprofit,grid.250279.b,US,United States,Massachusetts,Cambridge,42.37206,-71.11575,https://app.dimensions.ai/details/policy_documents/policy.1847140,http://www.nber.org/,Computational Thinking,policy_document
policy.1787315,Exploring new sources of large-scale job creation: The potential role of Industries Without Smokestacks,2020,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1787315,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1787273,How British Columbia implemented its computer science education program,2021,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1787273,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1783138,Examining Singapore’s AI Progress,2023,Center for Security and Emerging Technology,Nonprofit,Nonprofit,grid.508452.e,US,United States,District of Columbia,Washington D.C.,38.90751,-77.07223,https://app.dimensions.ai/details/policy_documents/policy.1783138,https://cset.georgetown.edu/,Computational Thinking,policy_document
policy.1779604,The impact of Covid-19 on South African migrant wage workers and the self-employed,2023,International Labour Organization,Government,Government,grid.462396.c,CH,Switzerland,,Geneva,46.229393,6.134266,https://app.dimensions.ai/details/policy_documents/policy.1779604,http://www.ilo.org/global/lang--en/index.htm,Computational Thinking,policy_document
policy.1775789,Extended reality,2023,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1775789,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1775788,Extended reality,2023,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1775788,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1762119,Exploring the impact of eTwinning in early childhood education and care and initial vocational education and training,2022,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1762119,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1759623,Progress towards the achievement of the European Education Area,2022,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1759623,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1729910,How to Cut $30 Billion More from the THUD Bill,2013,Heritage Foundation,Nonprofit,Nonprofit,grid.418528.2,US,United States,District of Columbia,Washington D.C.,38.8952,-77.0027,https://app.dimensions.ai/details/policy_documents/policy.1729910,http://www.heritage.org/,Computational Thinking,policy_document
policy.1723870,Digital Jobs and Digital Skills: A Shifting Landscape in Asia and the Pacific,2022,Asian Development Bank,Other,Other,grid.462005.5,PH,Philippines,,Manila,14.588323,121.0586,https://app.dimensions.ai/details/policy_documents/policy.1723870,http://www.adb.org/,Computational Thinking,policy_document
policy.1718306,O ensinode informática nas escolasda Europa,2022,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1718306,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1716822,OECD Economics Department Working Papers,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1716822,http://www.oecd.org/,Computational Thinking,policy_document
policy.1716352,The power of curriculum to transform education: How education systems incorporate 21st century skills to prepare students for todays challenges,2022,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1716352,https://www.iadb.org/,Computational Thinking,policy_document
policy.1711955,Cracking the code: a plan to expand code clubs,2017,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.1711955,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.1710130,Primary school for children aged 7 to 11: a guide for parents and carers,2019,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.1710130,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.1700892,OECD Education Working Papers,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1700892,http://www.oecd.org/,Computational Thinking,policy_document
policy.1699824,Future Science—Computer Science,2013,Australian Academy of Science,Education,Education,grid.423056.6,AU,Australia,Australian Capital Territory,Canberra,-35.28299,149.12378,https://app.dimensions.ai/details/policy_documents/policy.1699824,https://www.science.org.au/,Computational Thinking,policy_document
policy.1696147,OECD Education Working Papers,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1696147,http://www.oecd.org/,Computational Thinking,policy_document
policy.1687485,A World of Transformation: Moving from Degrees to Skills-Based Alternative Credentials,2022,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1687485,https://www.iadb.org/,Computational Thinking,policy_document
policy.1686011,Two Years After : Saving a Generation,2022,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.1686011,http://www.worldbank.org/,Computational Thinking,policy_document
policy.1686005,"Transforming education systems: Why, what, and how",2022,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1686005,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1684422,Artificial intelligence and the rights of the child,2022,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1684422,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1681222,"AI watch, national strategies on artificial intelligence",2022,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1681222,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1680153,European Commission follow-up to European Parliament requests 2019-2021,2022,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1680153,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1680057,Decent Digitisation,2018,Rathenau Instituut,Facility,Facility,grid.438453.d,NL,Netherlands,,The Hague,52.080753,4.345642,https://app.dimensions.ai/details/policy_documents/policy.1680057,https://www.rathenau.nl/en,Computational Thinking,policy_document
policy.1674238,OECD Education Policy Perspectives,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1674238,http://www.oecd.org/,Computational Thinking,policy_document
policy.1673821,Reinvesting in Education in the Americas,2022,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1673821,https://www.iadb.org/,Computational Thinking,policy_document
policy.1669026,Realizing Education for All in the Digital Age,2019,Asian Development Bank,Other,Other,grid.462005.5,PH,Philippines,,Manila,14.588323,121.0586,https://app.dimensions.ai/details/policy_documents/policy.1669026,http://www.adb.org/,Computational Thinking,policy_document
policy.1668554,"Anticipating and Preparing for Emerging Skills and Jobs: Key Issues, Concerns, and Prospects",2020,Asian Development Bank,Other,Other,grid.462005.5,PH,Philippines,,Manila,14.588323,121.0586,https://app.dimensions.ai/details/policy_documents/policy.1668554,http://www.adb.org/,Computational Thinking,policy_document
policy.1668371,Powering a Learning Society During an Age of Disruption,2021,Asian Development Bank,Other,Other,grid.462005.5,PH,Philippines,,Manila,14.588323,121.0586,https://app.dimensions.ai/details/policy_documents/policy.1668371,http://www.adb.org/,Computational Thinking,policy_document
policy.1659771,OECD Economics Department Working Papers,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1659771,http://www.oecd.org/,Computational Thinking,policy_document
policy.1653543,Academic offer of advanced digital skills in 2020-21,2022,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1653543,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1651918,OECD Education Working Papers,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1651918,http://www.oecd.org/,Computational Thinking,policy_document
policy.1649439,Reviewing computational thinking in compulsory education,2022,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1649439,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1619560,New Postal Products,2020,Postal Regulatory Commission,Government,Government,grid.520455.3,US,United States,District of Columbia,Washington D.C.,38.90746,-77.009315,https://app.dimensions.ai/details/policy_documents/policy.1619560,https://www.prc.gov/,Computational Thinking,policy_document
policy.1611191,Notice of Request for Information on STEM Education,2020,National Science Foundation,Government,Government,grid.431093.c,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.1611191,https://www.nsf.gov,Computational Thinking,policy_document
policy.1610435,Request for Information; Extension of Public Comment Period,2020,National Science Foundation,Government,Government,grid.431093.c,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.1610435,https://www.nsf.gov,Computational Thinking,policy_document
policy.1594856,Sunshine Act Meeting,2010,Legal Services Corporation,Nonprofit,Nonprofit,grid.520457.1,US,United States,District of Columbia,Washington D.C.,38.90356,-77.06603,https://app.dimensions.ai/details/policy_documents/policy.1594856,https://www.lsc.gov/,Computational Thinking,policy_document
policy.1579141,National Industrial Security Program Policy Advisory Committee (NISPPAC),2010,National Archives and Records Administration,Archive,Archive,grid.453401.7,US,United States,District of Columbia,Washington D.C.,38.907814,-77.042046,https://app.dimensions.ai/details/policy_documents/policy.1579141,http://www.archives.gov/,Computational Thinking,policy_document
policy.1555207,Applications for New Awards; Asian American and Native American Pacific Islander-Serving Institutions Program,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1555207,http://www.ed.gov/,Computational Thinking,policy_document
policy.1554801,Applications for New Awards; Native American-Serving Nontribal Institutions Program,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1554801,http://www.ed.gov/,Computational Thinking,policy_document
policy.1554346,Applications for New Awards; Migrant Education Program Consortium Incentive Grant Program,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1554346,http://www.ed.gov/,Computational Thinking,policy_document
policy.1553094,Applications for New Awards; Education Innovation and Research (EIR) Program-Mid-phase Grants,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1553094,http://www.ed.gov/,Computational Thinking,policy_document
policy.1553085,Applications for New Awards; Supporting Effective Educator Development Program,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1553085,http://www.ed.gov/,Computational Thinking,policy_document
policy.1550844,Applications for New Awards; Out-of-School Time Career Pathway Program,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1550844,http://www.ed.gov/,Computational Thinking,policy_document
policy.1549445,Applications for New Awards; Education Innovation and Research (EIR) Program-Early-Phase Grants,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1549445,http://www.ed.gov/,Computational Thinking,policy_document
policy.1546765,"Proposed Priorities, Requirements, Definition, and Selection Criteria-Perkins Innovation and Modernization Grant Program",2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1546765,http://www.ed.gov/,Computational Thinking,policy_document
policy.1543843,Applications for New Awards; College Assistance Migrant Program,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1543843,http://www.ed.gov/,Computational Thinking,policy_document
policy.1543813,Applications for New Awards; Native American Career and Technical Education Program (NACTEP),2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1543813,http://www.ed.gov/,Computational Thinking,policy_document
policy.1542866,Applications for New Awards; Talent Search Program,2020,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1542866,http://www.ed.gov/,Computational Thinking,policy_document
policy.1541947,Applications for New Awards; Native Hawaiian Career and Technical Education Program (NHCTEP),2021,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1541947,http://www.ed.gov/,Computational Thinking,policy_document
policy.1537734,Applications for New Awards; Education Innovation and Research (EIR) Program-Mid-Phase Grants,2021,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1537734,http://www.ed.gov/,Computational Thinking,policy_document
policy.1536239,Applications for New Awards; Education Innovation and Research (EIR) Program-Early-Phase Grants,2021,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.1536239,http://www.ed.gov/,Computational Thinking,policy_document
policy.1497434,OECD Digital Economy Papers,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1497434,http://www.oecd.org/,Computational Thinking,policy_document
policy.1497342,"From Paper to Platform: Publishing, Intellectual Property and the Digital Revolution",2021,World Intellectual Property Organization,Government,Government,grid.467132.5,CH,Switzerland,,Geneva,46.22188,6.13667,https://app.dimensions.ai/details/policy_documents/policy.1497342,http://www.wipo.int/portal/en/,Computational Thinking,policy_document
policy.1496647,Rumo à Educação 4.0: 10 módulos para a implementação de modelos híbridos,2021,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1496647,https://www.iadb.org/,Computational Thinking,policy_document
policy.1493800,Children Learning to Code : Essential for 21st Century Human Capital,2019,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.1493800,http://www.worldbank.org/,Computational Thinking,policy_document
policy.1488372,OECD Education Working Papers,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1488372,http://www.oecd.org/,Computational Thinking,policy_document
policy.1488345,OECD Digital Economy Papers,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1488345,http://www.oecd.org/,Computational Thinking,policy_document
policy.1488276,A brave new world,2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1488276,http://www.oecd.org/,Computational Thinking,policy_document
policy.1487845,OECD Economics Department Working Papers,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1487845,http://www.oecd.org/,Computational Thinking,policy_document
policy.1487786,OECD Local Economic and Employment Development (LEED) Papers,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.1487786,http://www.oecd.org/,Computational Thinking,policy_document
policy.1484594,American Instructional Resources Surveys,2021,RAND Corporation,Nonprofit,Nonprofit,grid.34474.30,US,United States,California,Santa Monica,34.009598,-118.49067,https://app.dimensions.ai/details/policy_documents/policy.1484594,http://www.rand.org/,Computational Thinking,policy_document
policy.1484382,U.S. AI Workforce: Policy Recommendations,2021,Center for Security and Emerging Technology,Nonprofit,Nonprofit,grid.508452.e,US,United States,District of Columbia,Washington D.C.,38.90751,-77.07223,https://app.dimensions.ai/details/policy_documents/policy.1484382,https://cset.georgetown.edu/,Computational Thinking,policy_document
policy.1484000,Transformación digital y empleo público: el futuro del trabajo del gobierno,2021,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1484000,https://www.iadb.org/,Computational Thinking,policy_document
policy.1482566,Enhancing learning through digital tools and practices,2021,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1482566,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1474081,February 1st Edition,2016,American Action Forum,Nonprofit,Nonprofit,grid.509686.4,US,United States,District of Columbia,Washington D.C.,38.89949,-77.04304,https://app.dimensions.ai/details/policy_documents/policy.1474081,https://www.americanactionforum.org/,Computational Thinking,policy_document
policy.1468214,The DOD’s Hidden Artificial Intelligence Workforce,2021,Center for Security and Emerging Technology,Nonprofit,Nonprofit,grid.508452.e,US,United States,District of Columbia,Washington D.C.,38.90751,-77.07223,https://app.dimensions.ai/details/policy_documents/policy.1468214,https://cset.georgetown.edu/,Computational Thinking,policy_document
policy.1467459,Smart contracts and the digital single market through the lens of a “law + technology” approach,2021,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1467459,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1467385,How Arkansas implemented its computer science education program,2021,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1467385,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1466114,Catalyzing STEM Education and Public Engagement through the IANAS Science Education Program,2021,InterAcademy Partnership,Nonprofit,Nonprofit,grid.510798.2,IT,Italy,,Trieste,45.70375,13.716149,https://app.dimensions.ai/details/policy_documents/policy.1466114,https://www.interacademies.org/,Computational Thinking,policy_document
policy.1465331,Work of the Ad Hoc Committees in 2014–15: House of Lords Digital Skills Committee,2017,Parliament of United Kingdom,Government,Government,grid.451251.6,GB,United Kingdom,,London,51.500736,-0.124749,https://app.dimensions.ai/details/policy_documents/policy.1465331,http://www.parliament.uk/,Computational Thinking,policy_document
policy.1465237,STEM education for 14-19 year olds,2013,Parliament of United Kingdom,Government,Government,grid.451251.6,GB,United Kingdom,,London,51.500736,-0.124749,https://app.dimensions.ai/details/policy_documents/policy.1465237,http://www.parliament.uk/,Computational Thinking,policy_document
policy.1456855,How Chile implemented its computer science education program,2021,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1456855,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1454805,From Ideas to Action: Transforming Learning to Inspire Action on Critical Global Issues,2021,InterAcademy Partnership,Nonprofit,Nonprofit,grid.510798.2,IT,Italy,,Trieste,45.70375,13.716149,https://app.dimensions.ai/details/policy_documents/policy.1454805,https://www.interacademies.org/,Computational Thinking,policy_document
policy.1450334,Study on gender behaviour and its impact on education outcomes (with a special focus on the performance of boys and young men in education),2021,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1450334,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1443008,How New Brunswick implemented its computer science education program,2021,Brookings Institution,Nonprofit,Nonprofit,grid.282940.5,US,United States,District of Columbia,Washington D.C.,38.90904,-77.04011,https://app.dimensions.ai/details/policy_documents/policy.1443008,http://www.brookings.edu/,Computational Thinking,policy_document
policy.1441062,What future for European robotics?,2021,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.1441062,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.1438118,STEM: Strategy for Education and Training in Scotland - Third Annual Report,2021,Scottish Government,Government,Government,grid.421126.2,GB,United Kingdom,Scotland,Edinburgh,55.95356,-3.184061,https://app.dimensions.ai/details/policy_documents/policy.1438118,http://www.gov.scot/#slide/1,Computational Thinking,policy_document
policy.1437766,"Strategies and Business Models for Improving Broadband Connectivity in Latin America and the Caribbean: Guidelines for the Planning, Investment, and Rollout of Broadband Networks",2021,Inter-American Development Bank,Other,Other,grid.431756.2,US,United States,District of Columbia,Washington D.C.,38.899487,-77.03053,https://app.dimensions.ai/details/policy_documents/policy.1437766,https://www.iadb.org/,Computational Thinking,policy_document
