patent_id,title,year,publication_date,jurisdiction,legal_status,assignee,current_assignee,inventors,n_assignees,n_inventors,source_query,document_category,abstract_clean
CN-115757102-A,Full-automatic test sample generation and evaluation method based on regular expression,2022,2023-03-07,CN,Granted,Zhejiang Gongshang University,Zhejiang Gongshang University,CHEN ZHIXIAN; ZHAO YUHENG; GU QIJUN; Zha Shinan,1,4,Computational Thinking,patent,"The invention discloses a full-automatic test sample generation and evaluation method based on a regular expression. Firstly, providing a regular expression set corresponding to a test sample according to the requirement of a question; and defining a formatting function; secondly, generating corresponding test samples by using a generating function according to the regular expression set, and formatting by using a formatting function to obtain a group of test samples, wherein a plurality of groups of test samples form a test sample list; then, testing the program submitted by the user and the standard program of the title by using the test samples in the list to obtain an output result; and finally, judging whether the program submitted by the user passes the test of the test sample by using a comparison function. The invention utilizes the regular expression to randomly generate the test sample, and can effectively solve the problems of test sample leakage and the like. The test samples are generated based on the regular expression, so that the test samples adopted in each question judgment are random, and the condition that part of users design programs in a targeted manner is effectively avoided."
CN-115580716-B,"Projection picture output method, system and equipment based on object module",2022,2023-09-05,CN,Active,Jizhu Information Technology Shenzhen Co ltd; Puzanga Information Technology Nanjing Co ltd,Jizhu Information Technology Shenzhen Co ltd; Puzanga Information Technology Nanjing Co ltd,YIN YIXIAO; FENG YI; CAO QIUQING; ZHANG YUANDAO,2,4,Computational Thinking,patent,"The invention relates to the technical field of interactive projection, and discloses a projection picture output method, a projection picture output system and projection picture output equipment based on a real object module, which comprise the following steps: collecting an collected image comprising a projection picture and a real object module, positioning and extracting a reference line of the projection picture; positioning and extracting a first characteristic line of the real object module; and determining the size of the virtual image according to the first characteristic line and the reference line, keeping the size and the position of a projection picture unchanged, and displaying the virtual image in the projection picture. The beneficial effects are as follows: according to the method, the first characteristic line of the object module and the reference line of the projection picture are respectively obtained, and the size of the virtual image is determined according to the relative proportion relation between the first characteristic line and the reference line. The virtual image with the corresponding size can be fed back in the projection picture when the size of the projection picture is changed due to the change of the projection distance, so that the projection interactive display under the complex condition is satisfied."
CN-115580716-A,"Projection picture output method, system and equipment based on physical module",2022,2023-01-06,CN,Granted,Jizhu Information Technology Shenzhen Co ltd; Puzanga Information Technology Nanjing Co ltd,Jizhu Information Technology Shenzhen Co ltd; Puzanga Information Technology Nanjing Co ltd,YIN YIXIAO; FENG YI; CAO QIUQING; ZHANG YUANDAO,2,4,Computational Thinking,patent,"The invention relates to the technical field of interactive projection, and discloses a method, a system and equipment for outputting a projection picture based on a material object module, which comprise the following steps: collecting a collected image comprising a projection picture and a real object module, positioning and extracting a reference line of the projection picture; positioning and extracting a first characteristic line of the real object module; and determining the size of a virtual image according to the first characteristic line and the reference line, keeping the size and the position of a projection picture unchanged, and displaying the virtual image in the projection picture. The beneficial effects are as follows: the size of the virtual image is determined according to the relative proportion relation of the first characteristic line and the reference line by respectively acquiring the first characteristic line of the real object module and the reference line of the projection picture. And when the size of the projection picture is changed due to the change of the projection distance, the real object modules with different sizes can feed back virtual images with corresponding sizes in the projection picture, so that the projection interactive display under complex conditions is met."
CN-115472063-A,Building block type programming toy and using method thereof,2022,2022-12-13,CN,Pending,Dongguan Tesmai Electronic Technology Co ltd,Dongguan Tesmai Electronic Technology Co ltd,LIAO YINWEI,1,1,Computational Thinking,patent,"The invention belongs to the technical field of programming tools, and particularly relates to a building block programming toy and a building block programming toy using method, wherein the building block programming toy comprises a programmer, a programming main control board is arranged in the programmer, a plurality of entity program module installation positions are sequentially arranged on the programmer, the entity program module installation positions are electrically connected with the programming main control board, and a plurality of preset logic function program blocks are stored in the programming main control board; the display device is arranged on the programmer and used for displaying the logic function program blocks stored in the programming main control board; the number of the logic function program block selection switches is multiple, each logic function program block selection switch is respectively installed on the entity program module installation position, and each logic function program block selection switch is electrically connected with the programming main control board; further comprising: a function identifier is programmed. The invention realizes convenient visual programming on the basis of ensuring convenient use."
CN-114416062-A,"Building block statistical method, device, system and medium based on graphical programming",2021,2022-04-29,CN,Granted,Shenzhen Dianmao Technology Co Ltd,Shenzhen Dianmao Technology Co Ltd,LI TIANCHI; SUN YUE; ZHU YUAN,1,3,Computational Thinking,patent,"The invention discloses a building block statistical method, a building block statistical device, a building block statistical system and a building block statistical medium based on graphical programming, wherein the building block statistical method comprises the following steps: detecting building blocks input on a target programming interface and building block types of the building blocks; recording the attribute identification code of the building block in a preset database according to the type of the building block; extracting a target identification code from a preset database according to a preset statistical strategy, wherein the statistical strategy is used for controlling the target type and the statistical range of a target building block to be counted; and determining the statistical information of the target building block with the building block type as the target type in the statistical range based on the target identification code. By detecting the input building blocks and building block types and inputting corresponding identification codes for the building blocks according to the building block types, objective and accurate quantitative statistics can be carried out on target building blocks which belong to target types in a statistical range according to corresponding statistical strategies, accurate statistics of the use conditions of various building blocks in the graphical programming process is realized, and objective and reliable data bases are provided for analyzing user programming behaviors."
CN-114120730-A,Deep learning system for computing thinking culture,2021,2022-03-01,CN,Pending,Zhejiang University of Technology ZJUT,Zhejiang University of Technology ZJUT,ZHU JINGDONG; PAN YULAN; LU MIAOMIAO; CHEN YA; LIN SHIJIA; LUO YIPING; YUAN YALIN,1,7,Computational Thinking,patent,"The invention discloses a deep learning system for computational thought cultivation, which comprises a situation task generation module, a teacher personalized teaching module, a student creation space module, a computational thought space station, an information acquisition module and a student excellent work intelligent screening and displaying module. The system provided by the invention is based on the deep learning concept, bridges of school education and social education are erected, students can learn and can transfer and apply learned knowledge to practical problems, and the capability of solving problems by applying subject knowledge is improved; the built-in real situation task generation provides a good support for teachers to develop information technology education, is close to the experience of the life practice of students, is more beneficial to the divergent thinking of the students and actively participates in the problem solving process. The system also records the whole process of solving the problems of the students and stores the learning activities of the problem solving process of the students, thereby generating a radar map for developing the computational thinking of the students and having more scientificity and rationality."
CN-113993181-A,Method for configuring mesh through NFC,2021,2022-01-28,CN,Granted,Hangzhou Youbixue Technology Co ltd,Hangzhou Youbixue Technology Co ltd,YING HONG,1,1,Computational Thinking,patent,"The invention discloses a method for configuring mesh through NFC, which is characterized by comprising the following steps: comprises a programming machine and a programming module; an NFC label is arranged on the programming module, and an NFC card reading chip is arranged on the programming machine; the programming machine can read a plurality of programming modules simultaneously; the steps of adding the programming machine and the programming module into the mesh network are as follows: 101) judging the number of programming modules, 102) accessing the network, 103) judging the accessing of the network by NFC, and 104) binding the identity; the invention provides a method for configuring mesh through NFC, which is convenient to use and network deployment and flexible in multi-module configuration."
CN-113657714-A,Immersive intelligent online and offline interactive education and evaluation method and system,2021,2021-11-16,CN,Granted,Jiangsu Dike Education Technology Co ltd,Jiangsu Dike Education Technology Co ltd,SU HUA,1,1,Computational Thinking,patent,"The invention discloses an immersive intelligent online and offline interactive education and evaluation method, which comprises the following steps: playing the teaching content; recording identity information, course modules and learning data, wherein each course module corresponds to a plurality of evaluation capacity points; calculating the actual scores of the evaluation capability points corresponding to the course modules; and comparing the actual scores of the ability points with a preset threshold value respectively, and if the actual scores of the ability points are lower than the threshold value, forming at least one course recommendation so that the course recommendation is pushed to the educated person when the educated person logs in next time. The invention also discloses an interactive education system which comprises the scientific station, the background server and the communication equipment, wherein the scientific station is provided with a detection component, an operation host and a linkage component. The invention stimulates the interest points of the educated person through games, videos and manual operations and provides the material bags matched with the interest points in real time, thereby realizing the scientific exploration ability corresponding to the edutainment development and being beneficial to the educated person to improve the scientific exploration ability."
CN-113334367-B,Module robot,2021,2023-02-10,CN,Active,Hangzhou Youbixue Technology Co ltd,Hangzhou Youbixue Technology Co ltd,YING HONG,1,1,Computational Thinking,patent,"The invention discloses a module robot, which comprises a central processing module, a power management module, an electric quantity detection module, a BLE module, a starting control module, an audio playing module, a motor driving module, a distance measuring module and an external interface module, wherein the central processing module is used for processing the electric quantity; the central processing module is electrically connected with the starting control module, the electric quantity detection module, the BLE module, the motor driving module, the distance measuring module and the external interface module; the starting control module, the audio playing module and the motor driving module are electrically connected with the external interface module; the invention provides a module robot which has simple integral frame, reasonable module design, strong expansibility and lower integral cost."
CN-113334367-A,Module robot,2021,2021-09-03,CN,Granted,Hangzhou Youbixue Technology Co ltd,Hangzhou Youbixue Technology Co ltd,YING HONG,1,1,Computational Thinking,patent,"The invention discloses a module robot, which comprises a central processing module, a power management module, an electric quantity detection module, a BLE module, a starting control module, an audio playing module, a motor driving module, a distance measuring module and an external interface module, wherein the central processing module is used for processing the electric quantity; the central processing module is electrically connected with the starting control module, the electric quantity detection module, the BLE module, the motor driving module, the distance measuring module and the external interface module; the starting control module, the audio playing module and the motor driving module are electrically connected with the external interface module; the invention provides a module robot which has simple overall framework, reasonable module design, strong expansibility and lower overall cost."
CN-113299156-A,Wireless receiving and transmitting master control education suit based on radio frequency module for realizing card swiping programming thinking,2021,2021-08-24,CN,Withdrawn,Jiangsu Lijiao Information Technology Co ltd,Jiangsu Lijiao Information Technology Co ltd,CHEN ZEXI; LIN SUO,1,2,Computational Thinking,patent,"The invention discloses a wireless transceiving master control education suit for realizing card swiping programming thinking based on a radio frequency module, which comprises a sending end, a receiving end and a cooling assembly, wherein the receiving end is arranged on one side of the sending end through signal connection, and the cooling assembly is arranged inside the sending end and the receiving end; a first bottom support is fixedly arranged at the bottom of the end face of the first shell, a first circuit board is arranged in the first shell, and the top of the first circuit board is connected with an RFID radio frequency card reader; the wireless transceiving master control education suit for realizing the card swiping programming thinking based on the radio frequency module consists of a sending end and a receiving end, and is simple in structure, small in size, convenient to use and good in portability; when the multifunctional card swiping card programming device is used, the functions are various, and remote wireless card swiping thinking programming can be realized, so that the programming thinking of children can be enlightened through card swiping, the multifunctional card swiping card programming device has higher educational significance, and is favorable for cultivating diversified programming thinking of children."
CN-113254046-A,Upgrading method of module robot,2021,2021-08-13,CN,Pending,Hangzhou Youbixue Technology Co ltd,Hangzhou Youbixue Technology Co ltd,YING HONG,1,1,Computational Thinking,patent,"The invention discloses an upgrading method of a module robot, which comprises a robot, a programming machine and a background server, wherein the robot is connected with the programming machine through a communication network; the robot is connected and communicated with the programming machine, and the programming machine is connected and communicated with the background server through a network; the specific robot upgrading comprises the steps of 1) initializing and starting, 2) updating and judging, 3) updating and verifying a programming machine, and 4) updating and verifying a robot; the invention provides the upgrading method of the module robot, which has the advantages of simple structure, reasonable time sequence design, convenient upgrading mode and low overall cost."
CN-113220286-B,Evaluation method of graphical programming product,2021,2022-04-19,CN,Active,Hangzhou City University,Hangzhou City University,WU MINGHUI; WU HAO; JIN CANGHONG,1,3,Computational Thinking,patent,"The invention provides an evaluation method of graphical programming works based on graph embedding and program complexity, which comprises the steps of establishing an abstract syntax tree aiming at a source code file of the works, obtaining a graph vector of the syntax tree through graph embedding, and taking the graph vector similarity of the works and reference works as a logical characteristic; calculating workload characteristics by adopting a Halstead measurement method; calculating complexity characteristics by adopting an McCabe measurement method; obtaining key variable and task-independent statistic of the work through static matching extraction; and inputting the characteristics and teachers as characteristics into a downstream classifier for classification, and calculating the grade of the work. The invention introduces logical characteristics, which is suitable for the condition that the answer is not unique; the method has the advantages that the characteristics of multiple dimensions such as logicality, workload, complexity, teachers, key variables and task-independent statistics are considered, and the innovation problem and the encouragement problem existing in graphical programming are solved in a certain procedure, so that the scoring can accurately reflect the actual level of students."
CN-113220286-A,Evaluation method of graphical programming product,2021,2021-08-06,CN,Granted,Hangzhou City University,Hangzhou City University,WU MINGHUI; WU HAO; JIN CANGHONG,1,3,Computational Thinking,patent,"The invention provides an evaluation method of graphical programming works based on graph embedding and program complexity, which comprises the steps of establishing an abstract syntax tree aiming at a source code file of the works, obtaining a graph vector of the syntax tree through graph embedding, and taking the graph vector similarity of the works and reference works as a logical characteristic; calculating workload characteristics by adopting a Halstead measurement method; calculating complexity characteristics by adopting an McCabe measurement method; obtaining key variable and task-independent statistic of the work through static matching extraction; and inputting the characteristics and teachers as characteristics into a downstream classifier for classification, and calculating the grade of the work. The invention introduces logical characteristics, which is suitable for the condition that the answer is not unique; the method has the advantages that the characteristics of multiple dimensions such as logicality, workload, complexity, teachers, key variables and task-independent statistics are considered, and the innovation problem and the encouragement problem existing in graphical programming are solved in a certain procedure, so that the scoring can accurately reflect the actual level of students."
CN-112394913-B,Material object programming system supporting program decomposition and reuse,2019,2022-09-09,CN,Active,Institute of Automation of Chinese Academy of Science,Institute of Automation of Chinese Academy of Science,WANG DANLI; JIN QIAO,1,2,Computational Thinking,patent,"The invention belongs to the field of human-computer interaction, particularly relates to a physical programming system supporting program decomposition and multiplexing, and aims to solve the problems that the conventional physical programming system does not support the decomposition and multiplexing of programs, and is high in programming difficulty and low in efficiency. The system of the invention comprises: the system comprises a plurality of object programming blocks, a plurality of display units and a plurality of display units, wherein the object programming blocks are respectively provided with corresponding program semantic identifiers and are arranged to carry out object representation of a program; a plurality of map components, including a planar map component and/or a stereoscopic map component, for constructing a planar and/or stereoscopic travel map; a plurality of program fragment components for setting corresponding program semantic identifiers; and the robot constructs and runs the program semantic programs corresponding to the multiple real object programming blocks, and if the program fragment components placed in the traveling map are read, the corresponding programs are executed. The invention supports the decomposition, the recurrence, the multiplexing and the recombination of the program segments by decomposing the program segments for programming, reduces the difficulty of programming and debugging and improves the programming efficiency."
CN-112394913-A,Material object programming system supporting program decomposition and reuse,2019,2021-02-23,CN,Granted,Institute of Automation of Chinese Academy of Science,Institute of Automation of Chinese Academy of Science,WANG DANLI; JIN QIAO,1,2,Computational Thinking,patent,"The invention belongs to the field of human-computer interaction, particularly relates to a physical programming system supporting program decomposition and multiplexing, and aims to solve the problems that the conventional physical programming system does not support the decomposition and multiplexing of programs, and is high in programming difficulty and low in efficiency. The system of the invention comprises: the system comprises a plurality of object programming blocks, a plurality of display units and a plurality of display units, wherein the object programming blocks are respectively provided with corresponding program semantic identifiers and are arranged to carry out object representation of a program; a plurality of map components, including a planar map component and/or a stereoscopic map component, for constructing a planar and/or stereoscopic travel map; a plurality of program fragment components for setting corresponding program semantic identifiers; and the robot constructs and runs the program semantic programs corresponding to the multiple real object programming blocks, and if the program fragment components placed in the traveling map are read, the corresponding programs are executed. The invention supports the decomposition, reproduction, multiplexing and recombination of the program segments by decomposing the program segments for programming, reduces the difficulty of programming and debugging and improves the programming efficiency."
CN-112258358-A,Learning method and system for intelligent education student end,2020,2021-01-22,CN,Pending,Guangzhou Gaojun Technology Co ltd,Guangzhou Gaojun Technology Co ltd,DENG FANG,1,1,Computational Thinking,patent,"The invention discloses a learning method and a system of an intelligent education student end, wherein the method comprises the following steps: s1, judging whether the login user is the authenticated user according to the preset identity authentication rule, if so, entering the step S2, and if not, repeating the step S1; s2, displaying the course page for learning, and waiting for further selection of the user; s3, after receiving the selected course information of the user, opening the selected course and recording the learning process; and S4, sending out learning result feedback information according to the recorded learning process. The system comprises an identity authentication module, a course selection module, a learning module, a hall recording module and a result feedback module."
CN-111967586-A,Chip for pulse neural network memory calculation and calculation method,2020,2020-11-20,CN,Granted,Peking University,Peking University,WANG YUAN; ZHAO ZHAO; QIAO XIN,1,3,Computational Thinking,patent,"The embodiment of the invention provides a chip and a calculation method for pulse neural network memory calculation, wherein the chip comprises a signal input module, a memory calculation module and a signal output module which are sequentially connected; the signal input module is used for converting the input image pixel array into a biological pulse signal and inputting the biological pulse signal to the memory computing module; the memory computing module is used for performing memory operation on the biological pulse signal according to a pre-stored neural network synapse weight value and inputting the output bit line current to the signal output module; the signal output module is used for converting the bit line current into an identification pulse signal. The chip and the calculation method for the pulse neural network memory calculation, provided by the embodiment of the invention, integrate the advantages of brain-like calculation and memory calculation, break through the calculation bottleneck of the von Neumann architecture by integrating the functions of on-chip training, on-chip storage and on-chip reasoning, thereby realizing low-power consumption calculation integrating storage and calculation, realizing adjustable output precision and effectively improving the calculation performance."
CN-111820922-B,Evaluation method for calculating thinking for children,2020,2022-09-27,CN,Active,Central China Normal University,Central China Normal University,ZHONG ZHENG; PAN HUA; WU DI; YANG JING; HUANG WENCAI; WANG QIUPING; MA RUI,1,7,Computational Thinking,patent,"The invention belongs to the field of robot education application, and provides an evaluation method for infant computational thinking, which comprises the steps of enabling key nodes of tasks to be contained in an activity map, programming an instruction set on a programming board, driving a robot to complete a specific evaluation task on the activity map, displaying a motion track of the robot, and embodying the computational thinking capability of infants in each link of task completion; the method comprises the steps of aggregating regular grid blocks on an activity map, setting different interaction modes, driving a robot to execute operations such as moving, steering and drawing on the activity map, enhancing the perception experience of children, fully exercising, embodying abstract, spatial orientation, logic, decomposition and calculation capabilities in the programming process, collecting process data of completing an evaluation task by driving the robot by children in the activity process, constructing an index system and weight assignment of five infant thinking computing capability evaluation, completing the calculation of each index score by combining a path comparison algorithm, and representing an evaluation result in a visual mode."
CN-111820922-A,Evaluation method for calculating thinking for children,2020,2020-10-27,CN,Granted,Central China Normal University,Central China Normal University,ZHONG ZHENG; PAN HUA; WU DI; YANG JING; HUANG WENCAI; WANG QIUPING; MA RUI,1,7,Computational Thinking,patent,"The invention belongs to the field of robot education application, and provides an evaluation method for infant computational thinking, which comprises the steps of enabling key nodes of tasks to be contained in an activity map, programming an instruction set on a programming board, driving a robot to complete a specific evaluation task on the activity map, displaying a motion track of the robot, and embodying the computational thinking capability of infants in each link of task completion; the method comprises the steps of aggregating regular grid blocks on an activity map, setting different interaction modes, driving a robot to execute operations such as moving, steering and drawing on the activity map, enhancing the perception experience of children, fully exercising, embodying abstract, spatial orientation, logic, decomposition and calculation capabilities in a programming process, collecting process data of an evaluation task completed by the infant driving robot in the activity process, constructing an index system and weight assignment of five-great-thinking-ability evaluation of the infant, completing calculation of each index score by combining a path comparison algorithm, and representing an evaluation result in a visual mode."
CN-111369001-A,Information processing method and system based on knowledge coding,2020,2020-07-03,CN,Pending,Zhang Yuying; Xue Zhikun,Zhang Yuying,THE DESIGNER HAS WAIVED THE RIGHT TO BE CITED,2,1,Computational Thinking,patent,"The invention provides a knowledge coding-based information processing method and a knowledge coding-based information processing system, wherein the method comprises the steps of carrying out classification, logic and other processing on human and literature knowledge by referring to a computer composition mode and an instruction implementation method, obtaining a conflict-free model diagram, and realizing the operations of coding and mathematical operation of an operation mode of human and literature knowledge processing on the basis. The invention can improve the processing efficiency of the human and literature knowledge and save the system resources and the user time by constructing a knowledge model, designing an algorithm, realizing the coding of the human and scientific knowledge and designing a program, and can enable more human and literature knowledge to be brought into the model of the conflict-free knowledge graph in a shorter time by quickly coding, thereby quickly expanding the knowledge and being beneficial to the construction of an intelligent information base system."
CN-111340296-A,Honeycomb labyrinth shortest path calculation method and honeycomb labyrinth practical training system,2020,2020-06-26,CN,Pending,Newland Digital Technology Co ltd,Newland Digital Technology Co ltd,YU ZEFAN; HE XUEZHI; LIU XIAOYANG; LIU ZIWEI,1,4,Computational Thinking,patent,"The invention discloses a honeycomb maze shortest path calculation method and a honeycomb maze practical training system, wherein each node of a honeycomb maze is used as a unit structure body, all nodes adjacent to each node are numbered, and pointers of the adjacent nodes are stored in the unit structure body of the node; reading data of nodes and edges, storing the data in an adjacent matrix form, and counting the number of the nodes and the number of the edges; in the process of the adjacent matrix operation, all the other connection points are set as maximum values after each node traverses the adjacent node; acquiring node information of a starting node, a destination node and each intermediate node; the shortest distance from the starting point to the end point through these intermediate nodes is calculated by dijkstra's algorithm. The invention solves the problem that the honeycomb labyrinth shortest path algorithm cannot be realized in a low-configuration singlechip, adopts an efficient algorithm in a low-cost hardware environment, can be used for various education training products, and obviously reduces the product cost."
CN-111258553-B,Python-based computing thinking teaching system,2020,2023-11-24,CN,Active,Guangdong Polytechnic Normal University,Guangdong Polytechnic Normal University,CHEN HUIXIANG; OUYANG JIA; DENG WENXIN; YU SHIJUAN,1,4,Computational Thinking,patent,"The invention discloses a Python-based computing thinking teaching system, and belongs to the technical field of computers and networks. The system utilizes the 'parking lot' model to visually display the knowledge points of the data structure, has strong interestingness, can give students better learning experience, can effectively excite students to learn interests of programming through the system assisting teacher teaching, improves the learning efficiency of the students, cultures the analysis problem of the students and the capability of solving the problem, and further develops into information technology discipline core literacy. The system needs to execute the Python script and directly read the local file, so that the system can be designed into a typical desktop application program, and the system has the advantages of simple structure, convenience in use and rapidness and stability in operation."
CN-111258553-A,Python-based computational thinking teaching system,2020,2020-06-09,CN,Granted,Guangdong Polytechnic Normal University,Guangdong Polytechnic Normal University,CHEN HUIXIANG; OUYANG JIA; DENG WENXIN; YU SHIJUAN,1,4,Computational Thinking,patent,"The invention discloses a Python-based computational thinking teaching system, and belongs to the technical field of computers and networks. The system utilizes the 'parking lot' model to visually display the data structure knowledge points, is high in interestingness, can provide better learning experience for students, assists teachers in teaching through the system, can effectively arouse learning interest of the students on program design, improves learning efficiency of the students, cultivates abilities of analyzing problems and solving problems of the students, and then develops into information technology subject core literacy. The system needs to execute Python scripts and directly read local files, so that the system can be designed into a typical desktop application program, and is simple in structure, convenient to use, and fast and stable in running."
CN-110933682-B,Automatic address selection method for unmanned aerial vehicle base station,2019,2020-08-04,CN,Active,Guangxi Hualan Geotechnical Engineering Co ltd,Guangxi Hualan Geotechnical Engineering Co ltd,WEI JINZHAN; LU YUNAN; CHEN MINGHUI; ZHU ZHAOMIN; WU NING; LU WEICHUN,1,6,Computational Thinking,patent,"The invention discloses an automatic address selection method for an unmanned aerial vehicle base station, which comprises the following steps: A. respectively extracting the centers of the areas needing service as service points; B. constructing the maximum outsourcing graph of the plurality of service points in the step A; C. dividing the maximum outsourcing graph into N target areas according to the number N of base stations designed as required; D. solving a central point for service points contained in the N target areas and constructing a Thiessen polygon; E. determining a target point falling into the Thiessen polygon as a reference; F. and E, solving the center point of the service point determined in the step E again, and reconstructing the Thiessen polygon until the position of the solved center point is unchanged. The automatic unmanned aerial vehicle base station site selection method can realize the solution of the optimal solution selected by multiple unmanned aerial vehicle base stations, has the characteristics of rigorous mathematical theory and simple and feasible technology, and is very suitable for selecting the multiple unmanned aerial vehicle base stations in large-range complex environments."
CN-110933682-A,Automatic address selection method for unmanned aerial vehicle base station,2019,2020-03-27,CN,Granted,Guangxi Hua Lan Geotechnical Engineering Co Ltd,Guangxi Hua Lan Geotechnical Engineering Co Ltd,WEI JINZHAN; LU YUNAN; CHEN MINGHUI; ZHU ZHAOMIN; WU NING; LU WEICHUN,1,6,Computational Thinking,patent,"The invention discloses an automatic address selection method for an unmanned aerial vehicle base station, which comprises the following steps: A. respectively extracting the centers of the areas needing service as service points; B. constructing the maximum outsourcing graph of the plurality of service points in the step A; C. dividing the maximum outsourcing graph into N target areas according to the number N of base stations designed as required; D. solving a central point for service points contained in the N target areas and constructing a Thiessen polygon; E. determining a target point falling into the Thiessen polygon as a reference; F. and E, solving the center point of the service point determined in the step E again, and reconstructing the Thiessen polygon until the position of the solved center point is unchanged. The automatic unmanned aerial vehicle base station site selection method can realize the solution of the optimal solution selected by multiple unmanned aerial vehicle base stations, has the characteristics of rigorous mathematical theory and simple and feasible technology, and is very suitable for selecting the multiple unmanned aerial vehicle base stations in large-range complex environments."
CN-110928536-A,"Graphical programming product online evaluation device, system and method",2019,2020-03-27,CN,Pending,Shandong Providence Education Technology Co Ltd,Shandong Providence Education Technology Co Ltd,YANG CHAO; MENG LINGLONG; FU PEIPEI,1,3,Computational Thinking,patent,"The invention discloses a graphical programming work online evaluation device, a system and a method, wherein a user operation front end of the evaluation device manages and uploads graphical programming works, and receives and displays evaluation results; data processing back end: and receiving and processing the graphical programming works, evaluating the graphical programming works, storing evaluation results and returning the evaluation results to the front end of the user operation. The graphical programming work is stored in a document format containing an abstract syntax tree; and evaluating the computational thinking of the graphical programming product according to the abstract syntax tree, evaluating the circle complexity by adopting an McCabe measurement method, and evaluating the independent bug number, the time cost, the workload, the difficulty and the total operand by adopting a Halstead measurement method. According to the invention, a user can upload the evaluation of the works in real time after finishing programming, so that the user condition is conveniently checked and managed, the error points of programming are found, the targeted teaching is realized, and the programming capability of the user is improved."
CN-110743158-A,Auxiliary device for mathematical thinking training and operation method,2019,2020-02-04,CN,Pending,Heilongjiang University of Science and Technology,Heilongjiang University of Science and Technology,ZHANG XIAOGUANG; DU HONG; MU LIHUA,1,3,Computational Thinking,patent,"The invention discloses an auxiliary device for mathematical thinking training and an operation method, which comprises a plate body and mounting grooves arranged on the front surface and the back surface of the plate body, wherein a plurality of longitudinal strip-shaped openings arranged at equal intervals and a plurality of horizontal strip-shaped openings arranged at equal intervals are arranged in the mounting grooves, the horizontal strip-shaped openings and the longitudinal strip-shaped openings are crossed, a plurality of sliding block assemblies are matched in the mounting grooves in a sliding manner, and a moving frame constructed by the crossing of the horizontal strip-shaped openings and the longitudinal strip-shaped openings in the mounting grooves of the plate body at least keeps a moving gap. The form of combining two kinds of trainer has played complementary effect, and the practicality is strong."
CN-110648262-A,Teaching system for mathematical thinking training and data processing method,2019,2020-01-03,CN,Pending,Huaihua University,Huaihua University,JIANG FENGYING; CHEN SHENGHAI; LIU JIANGUO; ZHOU XIN; JIANG QING,1,5,Computational Thinking,patent,"The invention belongs to the technical field of teaching, and discloses a teaching system and a data processing method for mathematical thinking training, wherein the teaching system for mathematical thinking training comprises the following steps: the system comprises a teaching video acquisition module, a mathematical knowledge input module, a central control module, a formula retrieval module, an online communication module, a visualization module, an interest making module, a test module, an evaluation module and a display module; the formula retrieval module is used for retrieving a mathematical formula through a retrieval program; the mathematical knowledge input module is used for inputting mathematical knowledge through input equipment; the central control module is used for controlling each module to work normally through the single chip microcomputer. The formula retrieval module is used, so that the retrieval accuracy and the query efficiency are greatly improved; meanwhile, the evaluation module is used for evaluating the mathematical teaching quality of the teacher in an automatic, fair and effective calculation mode so as to make up for the defect that the existing mathematical teaching quality evaluation method is too subjective."
CN-110555189-B,Spatial interpolation method based on reverse computing thinking,2019,2022-09-09,CN,Active,Chuzhou Space Intelligent Technology Co ltd; Chuzhou University,Chuzhou Space Intelligent Technology Co ltd,ZHAO MINGWEI; Ju Xiaoxiao; JIANG LING; WANG CHUN; YANG CANCAN; XU YAN,2,6,Computational Thinking,patent,"The invention discloses a space interpolation method based on reverse computing thinking, and belongs to the technical field of space interpolation model construction. Based on the self-correlation law of the space object, the invention reversely and mentally provides a constraint equation between a sampling point and an unknown grid point and a constraint equation between the grid point and a grid point, and solves the equations by a preprocessing conjugate gradient method and a least square principle to obtain an interpolation attribute value of the grid point. The method comprehensively considers the influence of the sampling points on the grid points and the grid points, solves the problem that in a traditional classic interpolation method, when the number of the sampling points is small, the influence range of a single sampling point is large, and greatly improves the spatial interpolation precision."
CN-110362299-B,Online graphical programming system based on block and raspberry pie and using method thereof,2019,2020-06-26,CN,Active,Hangzhou Goodmicro Robot Co ltd,Hangzhou Goodmicro Robot Co ltd,HUA JIANGFENG,1,1,Computational Thinking,patent,"The invention belongs to the field of programming teaching of primary and secondary schools, relates to artificial intelligence and creative education, and particularly relates to an online graphical programming system based on blocky and raspberry groups and a using method thereof. The invention discloses an online graphical programming system and method based on blocky and raspberry pies. The system comprises: the system comprises a raspberry pie development board, an external electronic device, a display device, a power supply module, a cloud server, a blocky-based online graphical programming platform and a client program installed on the raspberry pie. The invention can simplify the programming in the traditional sense into the process of splicing the image blocks, does not need an additional PC (personal computer), and only needs one raspberry type development board, necessary input and output equipment and an external electronic equipment unit, thereby greatly reducing the programming threshold and the cost."
