ct_layer,doi,title,year,journal,document_type,openalex_is_oa,openalex_oa_status,dimensions_times_cited,openalex_cited_by_count,scopus_citations,wos_citations_core,altmetric_score,altmetric_posts_count,altmetric_accounts_count,altmetric_tweeters_count,altmetric_bluesky_count,mendeley_reader_count,mendeley_group_count,openalex_top_concepts,citations_academic,altmetric_score_filled,mendeley_readers_filled,is_oa,ct_signal
broad,10.36680/j.itcon.2025.004,ENHANCING COMPUTATIONAL THINKING IN CONSTRUCTION EDUCATION: THE ROLE OF SENSOR DATA ANALYTICS WITH BLOCK-BASED PROGRAMMING,2025,Journal of Information Technology in Construction,Article,True,diamond,,1.0,1.0,1.0,,,,,,25.0,3.0,Computational thinking; Block (permutation group theory); Analytics; Computer science; Data analysis,1.0,0.0,25.0,True,exact|context|concepts
broad,10.36819/sw21.022,Generating insight in discrete event simulation and agent-based modelling: Experimental evidence,2021,,Conference paper,True,gold,0.0,1.0,0.0,,,,,,,6.0,0.0,Computer science; Task (project management); Discrete event simulation; Event (particle physics); Human–computer interaction,0.0,0.0,6.0,True,context
broad,10.36941/ajis-2022-0089,"Documentary Review about Computer Programming for the Development of Computer Thinking, Logical-Mathematical Skills, and Scientific Skills",2022,Academic Journal of Interdisciplinary Studies,Review,True,diamond,5.0,7.0,1.0,,,,,,,37.0,5.0,Maslow's hierarchy of needs; Belongingness; Hierarchy; Attrition; Job security,5.0,0.0,37.0,True,exact|context
broad,10.36941/jesr-2025-0189,Development of Computational Thinking by Learning Python Programming: A Bibliometric Analysis with VOSviewer and Bibliometrix R.,2025,Journal of Educational and Social Research,Article,True,diamond,0.0,0.0,0.0,,,,,,,5.0,0.0,,0.0,0.0,5.0,True,exact|context
broad,10.37074/jalt.2025.8.1.29,Edubuntu: The overhaul and rebirth of an educational operating system,2025,Journal of Applied Learning and Teaching,Article,True,diamond,0.0,0.0,0.0,,,,,,,0.0,0.0,Political science,0.0,0.0,0.0,True,exact|context
broad,10.37177/unicen/eb34-431,Integral Digital Education: A Challenge for Childhood Education,2025,ESPACIOS EN BLANCO-SERIE INDAGACIONES,Article,True,diamond,0.0,0.0,,0.0,,,,,,32.0,2.0,Physics; Political science,0.0,0.0,32.0,True,exact
broad,10.37394/232018.2026.14.1,Strengthening Mathematical Skills through Computational Thinking with Educational Robotics Scenarios,2025,WSEAS Transactions on Computer Research,Article,,,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,False,exact|context
broad,10.37467/revhuman.v11.4002,Robotics and LOMLOE. Systematic revision of robotics as inclusive tool; Revisión sistemática de la robótica como herramienta inclusiva,2022,Human Review. International Humanities Review / Revista Internacional de Humanidades,Article,True,diamond,3.0,3.0,2.0,,,,,,,14.0,1.0,Humanities; Philosophy,3.0,0.0,14.0,True,exact|context
broad,10.37467/revvisual.v9.3784,Logical thinking and computational programmatics in engineering students; PENSAMIENTO LÓGICO Y PROGRAMÁTICA COMPUTACIONAL EN ESTUDIANTES DE INGENIERÍA,2022,VISUAL Review. International Visual Culture Review / Revista Internacional de Cultura,Article,True,diamond,1.0,1.0,0.0,,,,,,,13.0,2.0,Humanities; Philosophy,1.0,0.0,13.0,True,context
broad,10.37575/h/edu/0011,The Consistency Level of Digital Skills Curricula with Saudi National Standards; مستوى اتساق المهارات الرقمية مناهج بالمعايير الوطنية السعودية,2021,Scientific Journal of King Faisal University Basic and Applied Sciences,Article,True,diamond,0.0,0.0,0.0,,,,,,,11.0,0.0,Curriculum; Consistency (knowledge bases); Medical education; Mathematics education; Computer science,0.0,0.0,11.0,True,exact|context|concepts
broad,10.3758/brm.40.1.8,Computer assessment of interview data using latent semantic analysis,2008,Behavior Research Methods,Article,True,hybrid,30.0,34.0,28.0,,,,,,,35.0,3.0,Latent semantic analysis; Computer science; Natural language processing; Probabilistic latent semantic analysis; Information retrieval,30.0,0.0,35.0,True,context
broad,10.3758/s13423-021-01977-y,"Recursion in programs, thought, and language",2022,Psychonomic Bulletin and Review,Article,False,closed,14.0,15.0,9.0,9.0,,,,,,31.0,0.0,Recursion (computer science); Function (biology); Computability theory; Computer science; Interleaving,14.0,0.0,31.0,False,exact
broad,10.3758/s13428-018-1137-1,Beyond subjective judgments: Predicting evaluations of creative writing from computational linguistic features,2019,Behavior Research Methods,Article,False,closed,54.0,56.0,57.0,,3.0,1.0,1.0,,,124.0,6.0,Rubric; Creativity; Fluency; Readability; Psychology,54.0,3.0,124.0,False,context
broad,10.3758/s13428-025-02761-9,CAP: The creativity assessment platform for online testing and automated scoring,2025,Behavior Research Methods,Article,True,hybrid,6.0,2.0,1.0,,18.7,28.0,28.0,27.0,1.0,32.0,1.0,Creativity; Computer science; Psychology; Artificial intelligence; Human–computer interaction,6.0,18.7,32.0,True,context
broad,10.37669/milliegitim.1148733,A Scoping Review on Computational Thinking and Coding Teaching in Terms of Classroom Teacher,2023,Milli Egitim,Article,True,bronze,2.0,2.0,0.0,,,,,,,19.0,1.0,Humanities; Philosophy,2.0,0.0,19.0,True,exact|context
broad,10.37669/milliegitim.970167,TEACHING THE ORDER OF OPERATIONS TOPIC TO FOURTH-GRADERS USING CODE.ORG; CODE.ORG İLE DÖRDÜNCÜ SINIF ÖĞRENCİLERİNE İŞLEM ÖNCELİĞİ KONUSUNUN ÖĞRETİLMESİ,2022,Milli Egitim,Article,True,bronze,0.0,0.0,0.0,,,,,,,33.0,0.0,Coding (social sciences); Mathematics education; Computer science; Cognition; Grounded theory,0.0,0.0,33.0,True,exact|context|concepts
broad,10.37965/jait.2020.0023,Explainable Artificial Intelligence for Workflow Verification in Visual IoT/Robotics Programming Language Environment,2021,Journal of Artificial Intelligence and Technology,Article,True,diamond,4.0,6.0,11.0,,,,,,,44.0,1.0,Computer science; Workflow; Programming language; Set (abstract data type); Variety (cybernetics),4.0,0.0,44.0,True,exact|context
broad,10.38140/pie.v43i3.7695,The influence of science and technology on the foundation phase policies of the BRICS associate countries: A comparative study,2025,Perspectives in Education,Article,True,gold,0.0,0.0,0.0,,,,,,,8.0,0.0,Professional development; Teacher leadership; Instructional leadership; Mathematics education; Psychology,0.0,0.0,8.0,True,exact|context
broad,10.3837/tiis.2018.08.028,A study on the design and effect of computational thinking and software education,2018,KSII Transactions on Internet and Information Systems,Article,True,bronze,9.0,11.0,10.0,7.0,,,,,,79.0,10.0,Computer science; Computational thinking; Software engineering; Software; Human–computer interaction,9.0,0.0,79.0,True,exact|context|concepts
broad,10.3897/jucs.66265,Fostering Computational Thinking Through Data Visualization and Design on Secondary School Students,2021,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,Article,True,diamond,5.0,4.0,,0.0,,,,,,26.0,6.0,Visualization; Rubric; Computational thinking; Computer science; Data visualization,5.0,0.0,26.0,True,exact|context|concepts
broad,10.3906/elk-2010-73,"Analyzing students’ experience in programming with computational thinking through competitive, physical, and tactile games: The quadrilateral method approach",2021,Turkish Journal of Electrical Engineering and Computer Sciences,Article,True,bronze,2.0,1.0,1.0,0.0,,,,,,42.0,2.0,Computational thinking; Computer science; Abstraction; Game programming; Quadrilateral,2.0,0.0,42.0,True,exact|context|concepts
broad,10.3916/c59-2019-06,Robotics to develop computational thinking in early Childhood Education; Robótica para desarrollar el pensamiento computacional en Educación Infantil,2019,Comunicar,Article,True,diamond,130.0,156.0,124.0,94.0,3.75,8.0,7.0,6.0,,486.0,51.0,Computational thinking; Robotics; Artificial intelligence; Educational robotics; Debugging,130.0,3.75,486.0,True,exact|context|concepts
broad,10.3916/c68-2021-07,Drivers for the development of computational thinking in Costa Rican students; Facilitadores del desarrollo del pensamiento computacional en estudiantes costarricenses,2021,Comunicar,Article,True,diamond,7.0,5.0,5.0,3.0,4.1,11.0,7.0,6.0,,67.0,4.0,Context (archaeology); Relevance (law); Mathematics education; Psychology; Psychological intervention,7.0,4.1,67.0,True,exact|context
broad,10.3917/enf2.224.0479,Programming learning: what tools to evaluate computational thinking development in school?; L’apprentissage de la programmation: quels outils pour évaluer le développement de la pensée informatique à l’école ?,2022,Enfance,Article,True,green,2.0,2.0,2.0,,,,,,,7.0,0.0,Humanities; Philosophy,2.0,0.0,7.0,True,exact|context
broad,10.3917/sta.149.0089,Think! Play! Climb! Introducing unplugged activities in physical education,2025,STAPS-SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,Article,True,bronze,0.0,0.0,,0.0,,,,,,1.0,0.0,Climb; Sociology; Engineering; Aerospace engineering,0.0,0.0,1.0,True,exact
broad,10.3923/itj.2013.3487.3495,A quantitative method for branching morphology of soybeans and its visualization based on L-system,2013,Information Technology Journal,Article,True,bronze,0.0,0.0,0.0,,,,,,,9.0,1.0,Computer science; Branching (polymer chemistry); Visualization; Morphology (biology); Biological system,0.0,0.0,9.0,True,exact
broad,10.3923/jeasci.2017.2927.2934,Learning method of WeDo+scratch based on programming for non-programing major,2017,Journal of Engineering and Applied Sciences,Article,,,,,1.0,,,,,,,14.0,1.0,,1.0,0.0,14.0,False,exact|context
broad,10.3923/jeasci.2018.2834.2839,Design and implementation of teacher-training program for computing education using theme based approach through co-teaching: A case study for kindergarten's after school teacher,2018,Journal of Engineering and Applied Sciences,Article,,,,,1.0,,,,,,,21.0,6.0,,1.0,0.0,21.0,False,exact
broad,10.3926/jotse.2210,EXPRESSION-BASED E-WORKSHEET (EBEW): AN EFFORT TO ENHANCE STUDENT’ COMPUTATIONAL THINKING SKILLS,2025,Journal of Technology and Science Education,Article,True,gold,0.0,0.0,0.0,,,,,,,48.0,3.0,Worksheet; Expression (computer science); Mathematics education; Psychology; Computer science,0.0,0.0,48.0,True,exact|context|concepts
broad,10.3934/mbe.2023738,Investigating difficulties and enhancing understanding in linear algebra: Leveraging SageMath and ChatGPT for (orthogonal) diagonalization and singular value decomposition,2023,Mathematical Biosciences and Engineering,Review,True,gold,4.0,4.0,4.0,1.0,,,,,,34.0,7.0,Linear algebra; Singular value decomposition; Algebra over a field; Computer science; Numerical linear algebra,4.0,0.0,34.0,True,exact|context
broad,10.3934/steme.2023009,Solving problems involving numerical integration (I): Incorporating different techniques,2023,STEM Education,Note,True,diamond,1.0,1.0,1.0,,,,,,,20.0,0.0,Mistake; Numerical integration; Numerical analysis; Articulation (sociology); Mathematics education,1.0,0.0,20.0,True,context
broad,10.3938/npsm.68.202,Effects of the experience in developing physics teaching materials based on computational thinking for improvement of science teachers' and pre-service teachers' technological pedagogical and content knowledge (TPACK),2018,New Physics: Sae Mulli,Article,False,closed,1.0,1.0,3.0,,,,,,,75.0,5.0,Mathematics education; Pedagogy; Computer science; Psychology,1.0,0.0,75.0,False,exact||concepts
broad,10.3966/160792642021032202011,Behavior and cognition processing of educational tabletop coding games,2021,Journal of Internet Technology,Article,,,,,6.0,6.0,,,,,,31.0,4.0,,6.0,0.0,31.0,False,exact|context
broad,10.3969/j.issn.1000-811x.2023.01.001,Quantitative Assessment Method and Its Application Modes of Drought Actual Risk Based on Chain Transfer Structure; 基于链式传递结构的旱灾实际风险定量评估方法与应用模式,2023,Journal of Catastrophology,Article,,,,,6.0,,,,,,,0.0,0.0,,6.0,0.0,0.0,False,exact
broad,10.3989/redc.2023.1.1922,Imbrication of computational thinking and digital literacy. Modeling from a systematic review of the literatura; Imbricación del pensamiento computacional y la alfabetización digital en la educación. Modelación a partir de una revisión sistemática de la literatura,2023,Revista Espanola de Documentacion Cientifica,Article,True,diamond,15.0,10.0,9.0,5.0,,,,,,50.0,3.0,Humanities; Philosophy,15.0,0.0,50.0,True,exact|context
broad,10.3991/ijep.v12i1.27603,An Integrated Design-Based Learning Management Model to Promote Thai Undergraduate Computational Thinking Skills and Programming Proficiency,2022,International Journal of Engineering Pedagogy,Article,True,gold,6.0,9.0,10.0,5.0,,,,,,64.0,3.0,Computational thinking; Waterfall model; Computer science; Mathematics education; Conceptual model,6.0,0.0,64.0,True,exact|context|concepts
broad,10.3991/ijep.v14i5.49995,The Impact of Artificial Intelligence on Computational Thinking in Education at University,2024,International Journal of Engineering Pedagogy,Article,True,gold,8.0,7.0,12.0,11.0,,,,,,91.0,3.0,Computational thinking; Mathematics education; Artificial intelligence; Computer science; Psychology,8.0,0.0,91.0,True,exact||concepts
broad,10.3991/ijep.v15i5.53461,Transformative Approach in Engineering Curricula: Enhancing Computational Thinking Through Literacy Skills for Engineering Learners,2025,International Journal of Engineering Pedagogy,Article,True,gold,1.0,1.0,1.0,1.0,,,,,,7.0,1.0,Transformative learning; Curriculum; Computational thinking; Literacy; Mathematics education,1.0,0.0,7.0,True,exact||concepts
broad,10.3991/ijep.v9i2.9942,Scool - Game-based learning in computer science class A case study in secondary education,2019,International Journal of Engineering Pedagogy,Conference paper,True,gold,25.0,22.0,25.0,,,,,,,129.0,11.0,Mathematics education; Computational thinking; Coding (social sciences); Computer science; Class (philosophy),25.0,0.0,129.0,True,exact|context|concepts
broad,10.3991/ijep.v9i2.9950,"Mixing educational robotics, tangibles and mixed reality environments for the interdisciplinary learning of geography and history",2019,International Journal of Engineering Pedagogy,Conference paper,True,gold,22.0,22.0,20.0,,,,,,,120.0,17.0,Robotics; Affordance; Mixed reality; Augmented reality; Artificial intelligence,22.0,0.0,120.0,True,exact|context
broad,10.3991/ijet.v11i12.6069,A study on computer teaching based on computational thinking,2016,International Journal of Emerging Technologies in Learning,Article,True,gold,7.0,8.0,7.0,,,,,,,51.0,3.0,Computational thinking; Computer science; Curriculum; Mathematics education; Creative thinking,7.0,0.0,51.0,True,exact||concepts
broad,10.3991/ijet.v12i01.6097,Importance of coding education and robotic applications for achieving 21st-century skills in north cyprus,2017,International Journal of Emerging Technologies in Learning,Article,True,gold,41.0,56.0,42.0,,,,,,,176.0,10.0,Coding (social sciences); Informatics; Robotics; Computer science; Artificial intelligence,41.0,0.0,176.0,True,exact|context
broad,10.3991/ijet.v14i08.10495,Design of database teaching model based on computational thinking training,2019,International Journal of Emerging Technologies in Learning,Article,True,gold,8.0,8.0,6.0,,,,,,,60.0,3.0,Computational thinking; Computer science; Train; Process (computing); Scheme (mathematics),8.0,0.0,60.0,True,exact|context|concepts
broad,10.3991/ijet.v15i02.11588,Digital competence and computational thinking of student teachers,2020,International Journal of Emerging Technologies in Learning,Article,True,gold,100.0,124.0,87.0,57.0,,,,,,516.0,33.0,Competence (human resources); Computational thinking; Mathematics education; Psychology; Computer science,100.0,0.0,516.0,True,exact||concepts
broad,10.3991/ijet.v15i02.11602,Using a personalized learning style and google classroom technology to bridge the knowledge gap on computer science,2020,International Journal of Emerging Technologies in Learning,Article,True,gold,18.0,22.0,15.0,10.0,,,,,,172.0,4.0,Bridge (graph theory); Style (visual arts); Computer science; World Wide Web; Multimedia,18.0,0.0,172.0,True,exact
broad,10.3991/ijet.v15i21.18191,Design and Implementation of an Online Python Teaching Case Library for the Training of Application Oriented Talents,2020,International Journal of Emerging Technologies in Learning,Article,True,gold,10.0,10.0,4.0,,,,,,,45.0,2.0,Python (programming language); Computer science; Visualization; Extensibility; World Wide Web,10.0,0.0,45.0,True,exact|context
broad,10.3991/ijet.v16i02.15229,Flipped Classroom In Programming Course: A Systematic Literature Review,2020,International Journal of Emerging Technologies in Learning,Article,True,gold,35.0,39.0,36.0,14.0,,,,,,143.0,7.0,Flipped classroom; Class (philosophy); Computer science; Mathematics education; Digital library,35.0,0.0,143.0,True,exact|context|concepts
broad,10.3991/ijet.v16i09.23009,A Hierarchical Learning Model Based on Deep Learning and Its Application in a SPOC and Flipped Classroom,2021,International Journal of Emerging Technologies in Learning,Article,True,gold,14.0,16.0,15.0,10.0,,,,,,68.0,2.0,Flipped classroom; Computer science; Mathematics education; Process (computing); Layer (electronics),14.0,0.0,68.0,True,exact|context|concepts
broad,10.3991/ijet.v16i13.22591,Online Learning Using Block-based Programming to Foster Computational Thinking Abilities During the COVID-19 Pandemic,2021,International Journal of Emerging Technologies in Learning,Article,True,gold,23.0,24.0,17.0,7.0,,,,,,116.0,5.0,Coronavirus disease 2019 (COVID-19); Bachelor; Pandemic; Block (permutation group theory); Test (biology),23.0,0.0,116.0,True,exact|context
broad,10.3991/ijet.v16i15.23697,Application of Computational Tools to Support Cooperative Learning in Bioreactor Design Course,2021,International Journal of Emerging Technologies in Learning,Article,True,gold,5.0,7.0,6.0,,,,,,,45.0,1.0,Creativity; Computer science; Mathematics education; Computational thinking; Subject (documents),5.0,0.0,45.0,True,context|concepts
broad,10.3991/ijet.v16i15.24257,Conceptual Model of Learning Computational Thinking Through Educational Robotic,2021,International Journal of Emerging Technologies in Learning,Article,True,gold,5.0,6.0,5.0,4.0,,,,,,48.0,1.0,Computational thinking; Conceptual model; Process (computing); Computer science; Grounded theory,5.0,0.0,48.0,True,exact|context|concepts
broad,10.3991/ijet.v16i18.24379,The Effect of Computer Software Interaction on Students Cognitive Abilities Enhancement The Case of Engineering Educators' Perspective,2021,International Journal of Emerging Technologies in Learning,Article,True,gold,3.0,1.0,2.0,1.0,,,,,,48.0,3.0,Accreditation; Software deployment; Engineering education; Productivity; Exploratory research,3.0,0.0,48.0,True,exact
broad,10.3991/ijet.v17i03.27311,Nurturing Secondary School Student Computational Thinking Through Educational Robotics,2022,International Journal of Emerging Technologies in Learning,Article,True,gold,15.0,18.0,15.0,6.0,,,,,,133.0,5.0,Computational thinking; Curriculum; Abstraction; Nature versus nurture; Mathematics education,15.0,0.0,133.0,True,exact|context|concepts
broad,10.3991/ijet.v17i18.31743,Developing Student’s Comprehensive Knowledge of Physics Concepts by Using Computational Thinking Activities: Effects of a 6-Week Intervention,2022,International Journal of Emerging Technologies in Learning,Article,True,gold,9.0,8.0,6.0,,,,,,,71.0,4.0,Python (programming language); Mathematics education; Computational thinking; Comprehension; Test (biology),9.0,0.0,71.0,True,exact|context|concepts
broad,10.3991/ijet.v18i11.38653,Web Technologies in the Development of Computational Thinking of Students with Mental Disabilities,2023,International Journal of Emerging Technologies in Learning,Article,True,gold,6.0,5.0,4.0,,,,,,,66.0,4.0,Computational thinking; Test (biology); Web application; Mathematics education; Computer science,6.0,0.0,66.0,True,exact|context|concepts
broad,10.3991/ijet.v18i17.41139,Philosophical Background of Computational Thinking,2023,International Journal of Emerging Technologies in Learning,Article,True,gold,2.0,2.0,1.0,,,,,,,28.0,0.0,Computational thinking; Context (archaeology); Computer science; Everyday life; Sublime,2.0,0.0,28.0,True,exact|context|concepts
broad,10.3991/ijim.v14i14.14719,The effect of using STEAM approach on developing computational thinking skills among high school students in Jordan,2020,International Journal of Interactive Mobile Technologies,Article,True,gold,29.0,30.0,24.0,,,,,,,202.0,12.0,Computational thinking; Mathematics education; Abstraction; Critical thinking; Computer science,29.0,0.0,202.0,True,exact|context|concepts
broad,10.3991/ijim.v14i18.16631,Robots and Robotics Kits for Early Childhood and First School Age,2020,International Journal of Interactive Mobile Technologies,Article,True,gold,99.0,108.0,82.0,,,,,,,242.0,14.0,Robotics; Educational robotics; Robot; Disconnection; Artificial intelligence,99.0,0.0,242.0,True,exact|context
broad,10.3991/ijim.v15i13.21791,Development of a Teaching Model in Virtual Learning Environment to Enhance Computational Competencies in the 21stCentury,2021,International Journal of Interactive Mobile Technologies,Article,True,gold,7.0,11.0,7.0,,,,,,,64.0,3.0,Computational thinking; Memorization; Curriculum; Mathematics education; Population,7.0,0.0,64.0,True,exact||concepts
broad,10.3991/ijim.v15i20.23739,Connecting Computational Thinking (CT) Concept with the Game-Based Learning (GBL) Elements,2021,International Journal of Interactive Mobile Technologies,Article,True,gold,13.0,15.0,12.0,,,,,,,102.0,9.0,Element (criminal law); Documentation; Abstraction; Curiosity; Component (thermodynamics),13.0,0.0,102.0,True,exact
broad,10.3991/ijim.v15i21.23143,Effects of a Mobile Cloud-Based Learning System Using a P2P Reverse Engineering Approach on Enhancing Computational Thinking,2021,International Journal of Interactive Mobile Technologies,Article,True,gold,1.0,2.0,1.0,,,,,,,33.0,0.0,Cloud computing; Test (biology); Variance (accounting); Repeated measures design; Analysis of variance,1.0,0.0,33.0,True,exact|context
broad,10.3991/ijim.v15i22.24963,A Problem-Based Learning (PBL) and Teaching Model using a Cloud-Based Constructivist Learning Environment to Enhance Thai Undergraduate Creative Thinking and Digital Media Skills,2021,International Journal of Interactive Mobile Technologies,Article,True,gold,32.0,40.0,30.0,,,,,,,286.0,5.0,Mathematics education; Problem-based learning; Data collection; Computer science; Psychology,32.0,0.0,286.0,True,exact||concepts
broad,10.3991/ijim.v16i02.27295,The Elements of Computational Thinking in Learning Geometry by Using Augmented Reality Application,2022,International Journal of Interactive Mobile Technologies,Article,True,gold,14.0,13.0,15.0,,,,,,,184.0,7.0,Computational thinking; Mathematics education; Abstraction; Computer science; Meaning (existential),14.0,0.0,184.0,True,exact|context|concepts
broad,10.3991/ijim.v16i04.28979,Learning Management System Based on Assessment for Learning to Improve Computational Thinking,2022,International Journal of Interactive Mobile Technologies,Article,True,gold,6.0,8.0,8.0,,,,,,,115.0,7.0,Learning Management; Computer science; Competence (human resources); Synchronous learning; Process (computing),6.0,0.0,115.0,True,exact|context
broad,10.3991/ijim.v16i06.26281,"Design, Development, and Evaluation of the Robobug Board Game: An Unplugged Approach to Computational Thinking",2022,International Journal of Interactive Mobile Technologies,Article,True,gold,11.0,13.0,10.0,,,,,,,85.0,6.0,Rubric; Computational thinking; Computer science; GRASP; Game design,11.0,0.0,85.0,True,exact||concepts
broad,10.3991/ijim.v16i06.28391,Employing Mobile Technologies to Investigate the Association Between Abstraction Skills and Performance in Environmental Studies in Early Primary School,2022,International Journal of Interactive Mobile Technologies,Article,True,gold,11.0,8.0,9.0,,,,,,,28.0,0.0,Abstraction; Mobile technology; Primary (astronomy); Association (psychology); Computational thinking,11.0,0.0,28.0,True,exact|context|concepts
broad,10.3991/ijim.v16i06.28905,Examining Teachers' Intention to integrate Roboticsbased Storytelling Activities in Primary Schools,2022,International Journal of Interactive Mobile Technologies,Article,True,gold,10.0,10.0,7.0,,,,,,,90.0,4.0,Storytelling; Computational thinking; Robotics; Narrative; Reading (process),10.0,0.0,90.0,True,exact|context|concepts
broad,10.3991/ijim.v16i10.30043,Computational Thinking (CT) Among University Students,2022,International Journal of Interactive Mobile Technologies,Article,True,gold,33.0,45.0,40.0,,,,,,,99.0,6.0,Computational thinking; Scope (computer science); Computer science; Measure (data warehouse); Mathematics education,33.0,0.0,99.0,True,exact|context|concepts
broad,10.3991/ijim.v16i14.30463,A Teaching Practice Design Based on a Computational Thinking Approach for Prospective Math Teachers Using Ed-Tech Apps,2022,International Journal of Interactive Mobile Technologies,Article,True,gold,10.0,10.0,8.0,,,,,,,113.0,3.0,Mathematics education; Creativity; Computational thinking; Psychology; Computer science,10.0,0.0,113.0,True,exact|context|concepts
broad,10.3991/ijim.v16i20.34247,"Coding with Block Programming Languages in Educational Robotics and Mobiles, Improve Problem Solving, Creativity & Critical Thinking Skills",2022,International Journal of Interactive Mobile Technologies,Article,True,gold,35.0,31.0,28.0,,,,,,,164.0,3.0,Creativity; Computational thinking; Critical thinking; Mathematics education; Construct (python library),35.0,0.0,164.0,True,exact|context|concepts
broad,10.3991/ijim.v17i03.36957,Development of Gamification-Based E-Learning on Web Design Topic,2023,International Journal of Interactive Mobile Technologies,Article,True,gold,13.0,11.0,11.0,,,,,,,122.0,13.0,Computer science; Field (mathematics); Syntax; Multimedia; Student engagement,13.0,0.0,122.0,True,context
broad,10.3991/ijim.v17i09.36797,A Proposal of a Scenario to Integrate Active Pedagogical Approaches to Teach Scratch in Primary School,2023,International Journal of Interactive Mobile Technologies,Article,True,gold,1.0,0.0,0.0,,,,,,,63.0,5.0,Scratch; Computer science; Class (philosophy); Mathematics education; Process (computing),1.0,0.0,63.0,True,exact|context|concepts
broad,10.3991/ijim.v18i11.49097,Implementation of Project-Based Learning Computational Thinking Models in Mobile Programming Courses,2024,International Journal of Interactive Mobile Technologies,Article,True,gold,5.0,4.0,4.0,,,,,,,74.0,2.0,Psychomotor learning; Creativity; Class (philosophy); Mathematics education; Cognition,5.0,0.0,74.0,True,exact|context
broad,10.3991/ijim.v18i12.46847,Digital Twins-Based Cognitive Apprenticeship Model in Smart Agriculture,2024,International Journal of Interactive Mobile Technologies,Article,True,gold,5.0,2.0,3.0,,,,,,,34.0,3.0,Apprenticeship; Cognition; Cognitive apprenticeship; Agriculture; Computer science,5.0,0.0,34.0,True,exact|context
broad,10.3991/ijim.v18i13.47711,CT-Mobile: Enhancing Computational Thinking via Android Graphic Design App,2024,International Journal of Interactive Mobile Technologies,Article,True,gold,3.0,2.0,10.0,,,,,,,31.0,1.0,Android (operating system); Mobile apps; Computer science; Human–computer interaction; Computational thinking,3.0,0.0,31.0,True,exact|context|concepts
broad,10.3991/ijim.v18i18.51221,Generative Artificial Intelligence on Mobile Devices in the University Preparation of Future Teachers of Mathematics,2024,International Journal of Interactive Mobile Technologies,Article,True,gold,4.0,4.0,2.0,,,,,,,78.0,1.0,Computer science; Mathematics education; Generative grammar; Artificial intelligence; Mathematics,4.0,0.0,78.0,True,exact|context|concepts
broad,10.3991/ijim.v19i21.57355,Empowering Computational Thinking through Personalized Robotics: The Odysseus Model,2025,International Journal of Interactive Mobile Technologies,Article,True,gold,0.0,0.0,0.0,,,,,,,9.0,0.0,,0.0,0.0,9.0,True,exact|context
broad,10.3991/inet.v15i21.18191,Design and Implementation of an Online Python Teaching Case Library for the Training of Application-Oriented Talents,2020,International Journal of Emerging Technologies in Learning,Article,,,,,6.0,7.0,,,,,,25.0,2.0,,6.0,0.0,25.0,False,exact|context
broad,10.4000/alsic.5080,From computational thinking to language learning: a story to build,2021,ALSIC-APPRENTISSAGE DES LANGUES ET SYSTEMS D INFORMATION ET DE COMMUNICATION,Editorial Material,True,diamond,0.0,0.0,,0.0,,,,,,0.0,0.0,Humanities; Art; Philosophy,0.0,0.0,0.0,True,exact
broad,10.4000/alsic.5782,From Computational Thinking to Language Learning: Building the story,2021,ALSIC-APPRENTISSAGE DES LANGUES ET SYSTEMS D INFORMATION ET DE COMMUNICATION,Article,True,diamond,0.0,0.0,,0.0,,,,,,3.0,0.0,Humanities; Art; Philosophy,0.0,0.0,3.0,True,exact|context
broad,10.4000/rdst.3685,"Preservice primary school teachers: Instructional strategies, curricula and content knowledge for teaching programming; Futurs enseignants de l'école primaire: Connaissances des stratégies d'enseignement, curriculaires et disciplinaires pour l'enseignement de la programmation",2021,Recherches en Didactiques des Sciences et des Technologies,Article,True,green,3.0,3.0,4.0,,,,,,,10.0,0.0,Humanities; Philosophy,3.0,0.0,10.0,True,exact|context
broad,10.4018/978-1-4666-0182-6.ch004,In and out of the School Activities Implementing IBSE and Constructionist Learning Methodologies by Means of Robotics,2012,ROBOTS IN K-12 EDUCATION: A NEW TECHNOLOGY FOR LEARNING,Book chapter,False,closed,,18.0,12.0,7.0,,,,,,10.0,2.0,Strict constructionism; Exploit; Curiosity; Constructionism; Robotics,18.0,0.0,10.0,False,exact|context
broad,10.4018/978-1-4666-0182-6.ch008,Programming Robots in Kindergarten to Express Identity: An Ethnographic Analysis,2012,ROBOTS IN K-12 EDUCATION: A NEW TECHNOLOGY FOR LEARNING,Book chapter,False,closed,,6.0,6.0,5.0,,,,,,11.0,0.0,Robotics; Identity (music); Robot; Mathematics education; Artificial intelligence,6.0,0.0,11.0,False,exact|context
broad,10.4018/978-1-4666-1864-0.ch021,Collaborative Strategic Board Games as a Site for Distributed Computational Thinking,2013,DEVELOPMENTS IN CURRENT GAME-BASED LEARNING DESIGN AND DEPLOYMENT,Article; Book Chapter,False,closed,8.0,26.0,,0.0,,,,,,8.0,0.0,Computational thinking; Computer science; Context (archaeology); Coding (social sciences); Computational model,8.0,0.0,8.0,False,exact||concepts
